origin_date,target_end_date,target,location,output_type,output_type_id,horizon,value
2024-03-27,2024-03-24,ARI incidence,LT,quantile,0.01,1,395.97947644700525
2024-03-27,2024-03-24,ARI incidence,LT,quantile,0.025,1,434.0692702210394
2024-03-27,2024-03-24,ARI incidence,LT,quantile,0.05,1,469.01443021948916
2024-03-27,2024-03-24,ARI incidence,LT,quantile,0.1,1,543.7097994295664
2024-03-27,2024-03-24,ARI incidence,LT,quantile,0.15,1,578.0682338519484
2024-03-27,2024-03-24,ARI incidence,LT,quantile,0.2,1,605.6228047133262
2024-03-27,2024-03-24,ARI incidence,LT,quantile,0.25,1,624.476970931426
2024-03-27,2024-03-24,ARI incidence,LT,quantile,0.3,1,644.6319813166481
2024-03-27,2024-03-24,ARI incidence,LT,quantile,0.35,1,667.0190608658706
2024-03-27,2024-03-24,ARI incidence,LT,quantile,0.4,1,687.8648643605302
2024-03-27,2024-03-24,ARI incidence,LT,quantile,0.45,1,703.5476622125763
2024-03-27,2024-03-24,ARI incidence,LT,quantile,0.5,1,876.4280577553279
2024-03-27,2024-03-24,ARI incidence,LT,quantile,0.55,1,1067.0250537203783
2024-03-27,2024-03-24,ARI incidence,LT,quantile,0.6,1,1095.335908466504
2024-03-27,2024-03-24,ARI incidence,LT,quantile,0.65,1,1122.2588970563959
2024-03-27,2024-03-24,ARI incidence,LT,quantile,0.7,1,1151.674123643713
2024-03-27,2024-03-24,ARI incidence,LT,quantile,0.75,1,1197.1893153504634
2024-03-27,2024-03-24,ARI incidence,LT,quantile,0.8,1,1248.8032233662475
2024-03-27,2024-03-24,ARI incidence,LT,quantile,0.85,1,1296.3037724121991
2024-03-27,2024-03-24,ARI incidence,LT,quantile,0.9,1,1381.9217469565629
2024-03-27,2024-03-24,ARI incidence,LT,quantile,0.95,1,1545.2171638223933
2024-03-27,2024-03-24,ARI incidence,LT,quantile,0.975,1,1685.2530384131207
2024-03-27,2024-03-24,ARI incidence,LT,quantile,0.99,1,1904.9608634303818
2024-03-27,2024-03-31,ARI incidence,LT,quantile,0.01,2,263.9603007479944
2024-03-27,2024-03-31,ARI incidence,LT,quantile,0.025,2,310.95289257503265
2024-03-27,2024-03-31,ARI incidence,LT,quantile,0.05,2,357.0117474302496
2024-03-27,2024-03-31,ARI incidence,LT,quantile,0.1,2,408.8633959317489
2024-03-27,2024-03-31,ARI incidence,LT,quantile,0.15,2,439.4108055114166
2024-03-27,2024-03-31,ARI incidence,LT,quantile,0.2,2,469.5706532426725
2024-03-27,2024-03-31,ARI incidence,LT,quantile,0.25,2,489.18917755069526
2024-03-27,2024-03-31,ARI incidence,LT,quantile,0.3,2,506.78197349364035
2024-03-27,2024-03-31,ARI incidence,LT,quantile,0.35,2,524.7793768292561
2024-03-27,2024-03-31,ARI incidence,LT,quantile,0.4,2,538.330584515038
2024-03-27,2024-03-31,ARI incidence,LT,quantile,0.45,2,555.8121358533466
2024-03-27,2024-03-31,ARI incidence,LT,quantile,0.5,2,725.8351598979707
2024-03-27,2024-03-31,ARI incidence,LT,quantile,0.55,2,922.0428313259066
2024-03-27,2024-03-31,ARI incidence,LT,quantile,0.6,2,946.153305113089
2024-03-27,2024-03-31,ARI incidence,LT,quantile,0.65,2,970.3104298635066
2024-03-27,2024-03-31,ARI incidence,LT,quantile,0.7,2,996.3335931433132
2024-03-27,2024-03-31,ARI incidence,LT,quantile,0.75,2,1029.5777872515118
2024-03-27,2024-03-31,ARI incidence,LT,quantile,0.8,2,1071.9530102790013
2024-03-27,2024-03-31,ARI incidence,LT,quantile,0.85,2,1130.628259287489
2024-03-27,2024-03-31,ARI incidence,LT,quantile,0.9,2,1194.5930098196689
2024-03-27,2024-03-31,ARI incidence,LT,quantile,0.95,2,1322.6768179162666
2024-03-27,2024-03-31,ARI incidence,LT,quantile,0.975,2,1432.5654046504553
2024-03-27,2024-03-31,ARI incidence,LT,quantile,0.99,2,1550.085909543061
2024-03-27,2024-04-07,ARI incidence,LT,quantile,0.01,3,201.4894576000161
2024-03-27,2024-04-07,ARI incidence,LT,quantile,0.025,3,232.47969247685035
2024-03-27,2024-04-07,ARI incidence,LT,quantile,0.05,3,267.47329770635156
2024-03-27,2024-04-07,ARI incidence,LT,quantile,0.1,3,300.8610332398879
2024-03-27,2024-04-07,ARI incidence,LT,quantile,0.15,3,329.4589708366886
2024-03-27,2024-04-07,ARI incidence,LT,quantile,0.2,3,359.3846666178626
2024-03-27,2024-04-07,ARI incidence,LT,quantile,0.25,3,379.34858748060395
2024-03-27,2024-04-07,ARI incidence,LT,quantile,0.3,3,396.82027034592045
2024-03-27,2024-04-07,ARI incidence,LT,quantile,0.35,3,412.0527069759698
2024-03-27,2024-04-07,ARI incidence,LT,quantile,0.4,3,426.6553556023501
2024-03-27,2024-04-07,ARI incidence,LT,quantile,0.45,3,439.59561509653884
2024-03-27,2024-04-07,ARI incidence,LT,quantile,0.5,3,576.3547080869804
2024-03-27,2024-04-07,ARI incidence,LT,quantile,0.55,3,742.7344713297533
2024-03-27,2024-04-07,ARI incidence,LT,quantile,0.6,3,769.5255812351165
2024-03-27,2024-04-07,ARI incidence,LT,quantile,0.65,3,801.1468601030915
2024-03-27,2024-04-07,ARI incidence,LT,quantile,0.7,3,829.4702747239339
2024-03-27,2024-04-07,ARI incidence,LT,quantile,0.75,3,865.9405623665962
2024-03-27,2024-04-07,ARI incidence,LT,quantile,0.8,3,896.5561541232993
2024-03-27,2024-04-07,ARI incidence,LT,quantile,0.85,3,946.6269918167034
2024-03-27,2024-04-07,ARI incidence,LT,quantile,0.9,3,1007.4526708035306
2024-03-27,2024-04-07,ARI incidence,LT,quantile,0.95,3,1123.0815688503624
2024-03-27,2024-04-07,ARI incidence,LT,quantile,0.975,3,1265.2126996840652
2024-03-27,2024-04-07,ARI incidence,LT,quantile,0.99,3,1360.1002206231672
2024-03-27,2024-04-14,ARI incidence,LT,quantile,0.01,4,133.93850398255685
2024-03-27,2024-04-14,ARI incidence,LT,quantile,0.025,4,157.24469722089447
2024-03-27,2024-04-14,ARI incidence,LT,quantile,0.05,4,182.46627135358128
2024-03-27,2024-04-14,ARI incidence,LT,quantile,0.1,4,216.1249413274424
2024-03-27,2024-04-14,ARI incidence,LT,quantile,0.15,4,237.3825292860393
2024-03-27,2024-04-14,ARI incidence,LT,quantile,0.2,4,253.44750618304687
2024-03-27,2024-04-14,ARI incidence,LT,quantile,0.25,4,271.6297191037848
2024-03-27,2024-04-14,ARI incidence,LT,quantile,0.3,4,284.70365155031914
2024-03-27,2024-04-14,ARI incidence,LT,quantile,0.35,4,297.58111167092267
2024-03-27,2024-04-14,ARI incidence,LT,quantile,0.4,4,310.2576137960535
2024-03-27,2024-04-14,ARI incidence,LT,quantile,0.45,4,324.0088823433999
2024-03-27,2024-04-14,ARI incidence,LT,quantile,0.5,4,439.73915652187645
2024-03-27,2024-04-14,ARI incidence,LT,quantile,0.55,4,581.2378079501854
2024-03-27,2024-04-14,ARI incidence,LT,quantile,0.6,4,598.0366403842318
2024-03-27,2024-04-14,ARI incidence,LT,quantile,0.65,4,621.6187022993901
2024-03-27,2024-04-14,ARI incidence,LT,quantile,0.7,4,639.4268103803416
2024-03-27,2024-04-14,ARI incidence,LT,quantile,0.75,4,670.0558591456702
2024-03-27,2024-04-14,ARI incidence,LT,quantile,0.8,4,691.7512484515469
2024-03-27,2024-04-14,ARI incidence,LT,quantile,0.85,4,726.0154838135512
2024-03-27,2024-04-14,ARI incidence,LT,quantile,0.9,4,776.4371008651241
2024-03-27,2024-04-14,ARI incidence,LT,quantile,0.95,4,870.7411259102321
2024-03-27,2024-04-14,ARI incidence,LT,quantile,0.975,4,946.6494201644124
2024-03-27,2024-04-14,ARI incidence,LT,quantile,0.99,4,1197.9791520433803
2024-03-27,2024-03-24,ARI incidence,DE,quantile,0.01,1,499.18351905367985
2024-03-27,2024-03-24,ARI incidence,DE,quantile,0.025,1,554.5327122300157
2024-03-27,2024-03-24,ARI incidence,DE,quantile,0.05,1,619.0449457465756
2024-03-27,2024-03-24,ARI incidence,DE,quantile,0.1,1,689.0388708305239
2024-03-27,2024-03-24,ARI incidence,DE,quantile,0.15,1,741.4458719824439
2024-03-27,2024-03-24,ARI incidence,DE,quantile,0.2,1,769.1121870465093
2024-03-27,2024-03-24,ARI incidence,DE,quantile,0.25,1,800.9680001668894
2024-03-27,2024-03-24,ARI incidence,DE,quantile,0.3,1,831.1313610977098
2024-03-27,2024-03-24,ARI incidence,DE,quantile,0.35,1,857.8011957046135
2024-03-27,2024-03-24,ARI incidence,DE,quantile,0.4,1,884.2833397435468
2024-03-27,2024-03-24,ARI incidence,DE,quantile,0.45,1,908.6609935479046
2024-03-27,2024-03-24,ARI incidence,DE,quantile,0.5,1,1115.2710225425305
2024-03-27,2024-03-24,ARI incidence,DE,quantile,0.55,1,1361.2590542265684
2024-03-27,2024-03-24,ARI incidence,DE,quantile,0.6,1,1391.7132725945635
2024-03-27,2024-03-24,ARI incidence,DE,quantile,0.65,1,1426.1325815959417
2024-03-27,2024-03-24,ARI incidence,DE,quantile,0.7,1,1459.079379862211
2024-03-27,2024-03-24,ARI incidence,DE,quantile,0.75,1,1520.960348674045
2024-03-27,2024-03-24,ARI incidence,DE,quantile,0.8,1,1568.264935877085
2024-03-27,2024-03-24,ARI incidence,DE,quantile,0.85,1,1643.779247597609
2024-03-27,2024-03-24,ARI incidence,DE,quantile,0.9,1,1745.1323940852117
2024-03-27,2024-03-24,ARI incidence,DE,quantile,0.95,1,1910.25048867886
2024-03-27,2024-03-24,ARI incidence,DE,quantile,0.975,1,2040.4702317124286
2024-03-27,2024-03-24,ARI incidence,DE,quantile,0.99,1,2169.2050911800898
2024-03-27,2024-03-31,ARI incidence,DE,quantile,0.01,2,334.28305200329555
2024-03-27,2024-03-31,ARI incidence,DE,quantile,0.025,2,389.2393058937836
2024-03-27,2024-03-31,ARI incidence,DE,quantile,0.05,2,433.7248778782417
2024-03-27,2024-03-31,ARI incidence,DE,quantile,0.1,2,493.41380548950855
2024-03-27,2024-03-31,ARI incidence,DE,quantile,0.15,2,530.9645976384198
2024-03-27,2024-03-31,ARI incidence,DE,quantile,0.2,2,556.5661366171529
2024-03-27,2024-03-31,ARI incidence,DE,quantile,0.25,2,580.6926471335795
2024-03-27,2024-03-31,ARI incidence,DE,quantile,0.3,2,602.2561113631502
2024-03-27,2024-03-31,ARI incidence,DE,quantile,0.35,2,619.1196982659814
2024-03-27,2024-03-31,ARI incidence,DE,quantile,0.4,2,634.9998129688366
2024-03-27,2024-03-31,ARI incidence,DE,quantile,0.45,2,653.635040576171
2024-03-27,2024-03-31,ARI incidence,DE,quantile,0.5,2,805.8081808389929
2024-03-27,2024-03-31,ARI incidence,DE,quantile,0.55,2,1003.1527339639961
2024-03-27,2024-03-31,ARI incidence,DE,quantile,0.6,2,1026.2059433708002
2024-03-27,2024-03-31,ARI incidence,DE,quantile,0.65,2,1053.526670404093
2024-03-27,2024-03-31,ARI incidence,DE,quantile,0.7,2,1081.9427286599841
2024-03-27,2024-03-31,ARI incidence,DE,quantile,0.75,2,1120.0845272955198
2024-03-27,2024-03-31,ARI incidence,DE,quantile,0.8,2,1156.7349921878522
2024-03-27,2024-03-31,ARI incidence,DE,quantile,0.85,2,1211.600883650311
2024-03-27,2024-03-31,ARI incidence,DE,quantile,0.9,2,1275.8229491073819
2024-03-27,2024-03-31,ARI incidence,DE,quantile,0.95,2,1377.3592902215312
2024-03-27,2024-03-31,ARI incidence,DE,quantile,0.975,2,1517.1057083349717
2024-03-27,2024-03-31,ARI incidence,DE,quantile,0.99,2,1623.1529293875835
2024-03-27,2024-04-07,ARI incidence,DE,quantile,0.01,3,200.9344964113995
2024-03-27,2024-04-07,ARI incidence,DE,quantile,0.025,3,258.3300802699387
2024-03-27,2024-04-07,ARI incidence,DE,quantile,0.05,3,275.22771643581905
2024-03-27,2024-04-07,ARI incidence,DE,quantile,0.1,3,311.1225034936462
2024-03-27,2024-04-07,ARI incidence,DE,quantile,0.15,3,340.1052601795308
2024-03-27,2024-04-07,ARI incidence,DE,quantile,0.2,3,357.62288666774725
2024-03-27,2024-04-07,ARI incidence,DE,quantile,0.25,3,375.2822252296407
2024-03-27,2024-04-07,ARI incidence,DE,quantile,0.3,3,391.957312295045
2024-03-27,2024-04-07,ARI incidence,DE,quantile,0.35,3,405.67826611561213
2024-03-27,2024-04-07,ARI incidence,DE,quantile,0.4,3,418.71289949137116
2024-03-27,2024-04-07,ARI incidence,DE,quantile,0.45,3,428.7707101045744
2024-03-27,2024-04-07,ARI incidence,DE,quantile,0.5,3,541.5013758779675
2024-03-27,2024-04-07,ARI incidence,DE,quantile,0.55,3,663.9674333185947
2024-03-27,2024-04-07,ARI incidence,DE,quantile,0.6,3,681.5408394534086
2024-03-27,2024-04-07,ARI incidence,DE,quantile,0.65,3,700.4549952666729
2024-03-27,2024-04-07,ARI incidence,DE,quantile,0.7,3,726.5042700653266
2024-03-27,2024-04-07,ARI incidence,DE,quantile,0.75,3,747.4649484417426
2024-03-27,2024-04-07,ARI incidence,DE,quantile,0.8,3,770.3095461664846
2024-03-27,2024-04-07,ARI incidence,DE,quantile,0.85,3,805.7909763698116
2024-03-27,2024-04-07,ARI incidence,DE,quantile,0.9,3,856.7239381665382
