location,truth_date,year_week,value
BE,2024-01-28,2024-W04,1718.56173504978
BE,2024-01-21,2024-W03,1495.53807625833
BE,2024-01-14,2024-W02,1321.95274279171
BE,2024-01-07,2024-W01,1248.51483220039
BE,2023-12-31,2023-W52,1446.27028147841
BE,2023-12-24,2023-W51,1774.53585632502
BE,2023-12-17,2023-W50,1668.54418703368
BE,2023-12-10,2023-W49,1742.48163641754
BE,2023-12-03,2023-W48,1535.90701535907
BE,2023-11-26,2023-W47,1362.50402480977
BE,2023-11-19,2023-W46,1222.08256792033
BE,2023-11-12,2023-W45,1569.31598095824
BE,2023-11-05,2023-W44,1011.83405921429
BE,2023-10-29,2023-W43,1104.30679650637
BE,2023-10-22,2023-W42,1298.32078961343
BE,2023-10-15,2023-W41,1235.06560140731
BE,2023-10-08,2023-W40,1286.16164628691
BE,2023-10-01,2023-W39,1240.52754299038
BE,2023-09-24,2023-W38,976.863753213368
BE,2023-09-17,2023-W37,783.8475023676631
BE,2023-09-10,2023-W36,827.836557616539
BE,2023-09-03,2023-W35,663.091737300352
BE,2023-08-27,2023-W34,546.957103276966
BE,2023-08-20,2023-W33,472.370296089091
BE,2023-08-13,2023-W32,476.16824611362694
BE,2023-08-06,2023-W31,501.221464072108
BE,2023-07-30,2023-W30,509.034699642876
BE,2023-07-23,2023-W29,449.432560008034
BE,2023-07-16,2023-W28,561.538106022092
BE,2023-07-09,2023-W27,525.397911653679
BE,2023-07-02,2023-W26,577.563362098254
BE,2023-06-25,2023-W25,525.567059195448
BE,2023-06-18,2023-W24,522.478987258121
BE,2023-06-11,2023-W23,712.744807749249
BE,2023-06-04,2023-W22,606.395796709266
BE,2023-05-28,2023-W21,925.96571133932
BE,2023-05-21,2023-W20,716.308109285386
BE,2023-05-14,2023-W19,854.922760232183
BE,2023-05-07,2023-W18,697.807193757798
BE,2023-04-30,2023-W17,769.459046973037
BE,2023-04-23,2023-W16,967.686193191636
BE,2023-04-16,2023-W15,715.468698244452
BE,2023-04-09,2023-W14,782.245267416132
BE,2023-04-02,2023-W13,1101.78481695855
BE,2023-03-26,2023-W12,1264.77979648169
BE,2023-03-19,2023-W11,1747.26325858221
BE,2023-03-12,2023-W10,1526.46963299773
BE,2023-03-05,2023-W09,1671.07307917415
BE,2023-02-26,2023-W08,1279.58518022915
BE,2023-02-19,2023-W07,1579.91835452975
BE,2023-02-12,2023-W06,1498.68116057869
BE,2023-02-05,2023-W05,1452.59511704564
BE,2023-01-29,2023-W04,1424.27404997237
BE,2023-01-22,2023-W03,1284.68454503178
BE,2023-01-15,2023-W02,1430.47761076881
BE,2023-01-08,2023-W01,1509.6472107855
BE,2023-01-01,2022-W52,2136.21826903858
BE,2022-12-25,2022-W51,2189.93125591734
BE,2022-12-18,2022-W50,2184.55596949424
BE,2022-12-11,2022-W49,2269.17997358626
BE,2022-12-04,2022-W48,1857.80082826954
BE,2022-11-27,2022-W47,1822.39442378458
BE,2022-11-20,2022-W46,1235.23849759591
BE,2022-11-13,2022-W45,998.832010954932
BE,2022-11-06,2022-W44,865.1164833234532
BE,2022-10-30,2022-W43,1036.52730892409
BE,2022-10-23,2022-W42,1251.18355200866
BE,2022-10-16,2022-W41,1276.61085563111
BE,2022-10-09,2022-W40,1186.22401022672
BE,2022-10-02,2022-W39,1194.51855445064
BE,2022-09-25,2022-W38,1301.45278450363
BE,2022-09-18,2022-W37,996.120965615938
BE,2022-09-11,2022-W36,439.620204400734
BE,2022-09-04,2022-W35,520.68674359696
BE,2022-08-28,2022-W34,414.12433531819
BE,2022-08-21,2022-W33,370.097827027963
BE,2022-08-14,2022-W32,397.751378871447
BE,2022-08-07,2022-W31,384.092931753244
BE,2022-07-31,2022-W30,554.288321167883
BE,2022-07-24,2022-W29,447.9882790488
BE,2022-07-17,2022-W28,902.7761536122741
BE,2022-07-10,2022-W27,984.063398066707
BE,2022-07-03,2022-W26,868.833491111812
BE,2022-06-26,2022-W25,841.343711260593
BE,2022-06-19,2022-W24,976.591780352515
BE,2022-06-12,2022-W23,783.051389174257
BE,2022-06-05,2022-W22,956.905781584582
BE,2022-05-29,2022-W21,691.091126567138
BE,2022-05-22,2022-W20,965.755230175657
BE,2022-05-15,2022-W19,1161.97608406812
BE,2022-05-08,2022-W18,1123.14156431803
BE,2022-05-01,2022-W17,1230.83177126855
BE,2022-04-24,2022-W16,854.4538925121772
BE,2022-04-17,2022-W15,1387.85830104158
BE,2022-04-10,2022-W14,1774.44206968537
BE,2022-04-03,2022-W13,1645.60851031146
BE,2022-03-27,2022-W12,1475.55597260017
BE,2022-03-20,2022-W11,1362.72912890867
BE,2022-03-13,2022-W10,1265.84858738636
BE,2022-03-06,2022-W09,1125.43865113478
BE,2022-02-27,2022-W08,1074.54267384353
BE,2022-02-20,2022-W07,1026.16922255283
BE,2022-02-13,2022-W06,1119.04164126107
BE,2022-02-06,2022-W05,1329.97843278217
BE,2022-01-30,2022-W04,1725.18851397669
BE,2022-01-23,2022-W03,1495.99252976422
BE,2022-01-16,2022-W02,972.1162049301781
BE,2022-01-09,2022-W01,967.7990440033831
BE,2022-01-02,2021-W52,664.082809472042
BE,2021-12-26,2021-W51,785.887008133656
BE,2021-12-19,2021-W50,1109.0164908884
BE,2021-12-12,2021-W49,1148.19904527701
BE,2021-12-05,2021-W48,1235.54301833568
BE,2021-11-28,2021-W47,1347.36762538267
BE,2021-11-21,2021-W46,1474.65437788018
BE,2021-11-14,2021-W45,1207.43639921722
BE,2021-11-07,2021-W44,1299.40865234983
BE,2021-10-31,2021-W43,1413.94531035367
BE,2021-10-24,2021-W42,1495.28538749093
BE,2021-10-17,2021-W41,1319.66085760546
BE,2021-10-10,2021-W40,1102.31383523309
BE,2021-10-03,2021-W39,1057.06367254122
BE,2021-09-26,2021-W38,1085.7550365484
BE,2021-09-19,2021-W37,1014.18286678306
BE,2021-09-12,2021-W36,831.846774950709
BE,2021-09-05,2021-W35,451.394179491086
BE,2021-08-29,2021-W34,356.9719208679
BE,2021-08-22,2021-W33,412.52616391310494
BE,2021-08-15,2021-W32,437.511206741976
BE,2021-08-08,2021-W31,424.814801811607
BE,2021-08-01,2021-W30,422.49133600716493
BE,2021-07-25,2021-W29,416.554966696224
BE,2021-07-18,2021-W28,380.010190217391
BE,2021-07-11,2021-W27,421.293848052177
BE,2021-07-04,2021-W26,473.09060631292107
BE,2021-06-27,2021-W25,499.293115481666
BE,2021-06-20,2021-W24,498.53617733166
BE,2021-06-13,2021-W23,516.064067465937
BE,2021-06-06,2021-W22,578.123795575426
BE,2021-05-30,2021-W21,618.547525809897
BE,2021-05-23,2021-W20,718.756880878236
BE,2021-05-16,2021-W19,583.916969032149
BE,2021-05-09,2021-W18,796.4319847085059
BE,2021-05-02,2021-W17,589.814629687812
BE,2021-04-25,2021-W16,590.608556920859
BE,2021-04-18,2021-W15,626.504378702265
BE,2021-04-11,2021-W14,685.890505644861
BE,2021-04-04,2021-W13,838.496958672048
BE,2021-03-28,2021-W12,1272.78930738307
BE,2021-03-21,2021-W11,1033.73073567898
BE,2021-03-14,2021-W10,898.790457522589
BE,2021-03-07,2021-W09,683.802429940778
BE,2021-02-28,2021-W08,714.705749310173
BE,2021-02-21,2021-W07,754.026469799505
BE,2021-02-14,2021-W06,663.577284817242
BE,2021-02-07,2021-W05,904.849236744161
BE,2021-01-31,2021-W04,821.481118195194
BE,2021-01-24,2021-W03,634.722921580579
BE,2021-01-17,2021-W02,546.953658602955
BE,2021-01-10,2021-W01,512.327889849504
BE,2021-01-03,2020-W53,456.419316843345
BE,2020-12-27,2020-W52,377.067135905769
BE,2020-12-20,2020-W51,757.394180528258
BE,2020-12-13,2020-W50,678.855768807824
BE,2020-12-06,2020-W49,653.823346055012
BE,2020-11-29,2020-W48,497.648210874416
BE,2020-11-22,2020-W47,477.030745304462
BE,2020-11-15,2020-W46,569.443563225684
BE,2020-11-08,2020-W45,721.283408896357
BE,2020-11-01,2020-W44,1026.02937027633
BE,2020-10-25,2020-W43,1241.441577007
BE,2020-10-18,2020-W42,1142.70484566822
BE,2020-10-11,2020-W41,940.7016895684421
BE,2020-10-04,2020-W40,884.547785749273
BE,2020-09-27,2020-W39,1004.65017121691
BE,2020-09-20,2020-W38,1195.08802369236
BE,2020-09-13,2020-W37,985.8355153159412
BE,2020-09-06,2020-W36,407.283935086174
BE,2020-08-30,2020-W35,288.778151467662
BE,2020-08-23,2020-W34,298.120089786756
BE,2020-08-16,2020-W33,267.626103293042
BE,2020-08-09,2020-W32,286.046173950922
BE,2020-08-02,2020-W31,436.40686024792
BE,2020-07-26,2020-W30,383.128356746733
BE,2020-07-19,2020-W29,417.568152315015
BE,2020-07-12,2020-W28,430.882631906994
BE,2020-07-05,2020-W27,383.312038220099
BE,2020-06-28,2020-W26,437.133028116189
BE,2020-06-21,2020-W25,334.814482904547
BE,2020-06-14,2020-W24,295.417565805417
BE,2020-06-07,2020-W23,222.539569201476
BE,2020-05-31,2020-W22,224.587822926133
BE,2020-05-24,2020-W21,192.835220945707
BE,2020-05-17,2020-W20,283.047111014343
BE,2020-05-10,2020-W19,292.341377733933
BE,2020-05-03,2020-W18,248.715948726251
BE,2020-04-26,2020-W17,374.61436756280307
BE,2020-04-19,2020-W16,336.713941304026
BE,2020-04-12,2020-W15,459.550700814819
BE,2020-04-05,2020-W14,877.817319098458
BE,2020-03-29,2020-W13,1252.04613327669
BE,2020-03-22,2020-W12,2072.01550599219
BE,2020-03-15,2020-W11,1632.12091215278
BE,2020-03-08,2020-W10,1600.54894201002
BE,2020-03-01,2020-W09,1119.78458710371
BE,2020-02-23,2020-W08,1185.64176939811
BE,2020-02-16,2020-W07,1318.2062539199
BE,2020-02-09,2020-W06,1535.75392065645
BE,2020-02-02,2020-W05,1643.06853486916
BE,2020-01-26,2020-W04,1421.22271318341
BE,2020-01-19,2020-W03,1122.32222633861
BE,2020-01-12,2020-W02,1399.04795077209
BE,2020-01-05,2020-W01,1107.32887667637
BE,2019-12-29,2019-W52,956.1641648035769
BE,2019-12-22,2019-W51,1263.48698902235
BE,2019-12-15,2019-W50,1300.89851162578
BE,2019-12-08,2019-W49,1398.11079652226
BE,2019-12-01,2019-W48,1367.28563334509
BE,2019-11-24,2019-W47,1180.57694281901
BE,2019-11-17,2019-W46,878.949710725412
BE,2019-11-10,2019-W45,1078.77571500251
BE,2019-11-03,2019-W44,906.514100604778
BE,2019-10-27,2019-W43,995.76968006079
BE,2019-10-20,2019-W42,1138.66858412303
BE,2019-10-13,2019-W41,1142.37383704539
BE,2019-10-06,2019-W40,1167.76558439348
BE,2019-09-29,2019-W39,1349.63376442994
BE,2019-09-22,2019-W38,1212.30996378065
BE,2019-09-15,2019-W37,730.025503663622
BE,2019-09-08,2019-W36,597.477317990706
BE,2019-09-01,2019-W35,444.739801656272
BE,2019-08-25,2019-W34,445.61227668594506
BE,2019-08-18,2019-W33,367.443150305047
BE,2019-08-11,2019-W32,388.72516227015507
BE,2019-08-04,2019-W31,454.068241469816
BE,2019-07-28,2019-W30,342.175176999152
BE,2019-07-21,2019-W29,502.331811867434
BE,2019-07-14,2019-W28,642.782997524687
BE,2019-07-07,2019-W27,539.960752288434
BE,2019-06-30,2019-W26,507.215818573704
BE,2019-06-23,2019-W25,613.228208497591
BE,2019-06-16,2019-W24,627.213327347997
BE,2019-06-09,2019-W23,776.459572718864
BE,2019-06-02,2019-W22,791.566010741844
BE,2019-05-26,2019-W21,1167.11410241867
BE,2019-05-19,2019-W20,1119.07048871093
BE,2019-05-12,2019-W19,1070.2362008175
BE,2019-05-05,2019-W18,844.1342638750409
BE,2019-04-28,2019-W17,745.589726965669
BE,2019-04-21,2019-W16,967.056175403982
BE,2019-04-14,2019-W15,959.877609435918
BE,2019-04-07,2019-W14,1032.06491767116
BE,2019-03-31,2019-W13,964.21147536878
BE,2019-03-24,2019-W12,1049.63692886559
BE,2019-03-17,2019-W11,1150.14457727332
BE,2019-03-10,2019-W10,1180.01778703282
BE,2019-03-03,2019-W09,1269.46707417568
BE,2019-02-24,2019-W08,1478.12879089065
BE,2019-02-17,2019-W07,1710.76948491074
BE,2019-02-10,2019-W06,1813.3411596998
BE,2019-02-03,2019-W05,1596.596813301
BE,2019-01-27,2019-W04,1431.04067522672
BE,2019-01-20,2019-W03,1343.66925064599
BE,2019-01-13,2019-W02,1380.47373306848
BE,2019-01-06,2019-W01,1021.21934813184
BE,2018-12-30,2018-W52,952.7617681934748
BE,2018-12-23,2018-W51,1514.13894568849
BE,2018-12-16,2018-W50,1552.01753369981
BE,2018-12-09,2018-W49,1607.22460360398
BE,2018-12-02,2018-W48,1480.43265913307
BE,2018-11-25,2018-W47,1363.39843622207
BE,2018-11-18,2018-W46,1193.63504856375
BE,2018-11-11,2018-W45,1115.75168700274
BE,2018-11-04,2018-W44,1053.60853011591
BE,2018-10-28,2018-W43,1279.49641210732
BE,2018-10-21,2018-W42,1263.5048525911
BE,2018-10-14,2018-W41,1127.1316047702
BE,2018-10-07,2018-W40,1159.33844982332
BE,2018-09-30,2018-W39,1177.56092242272
BE,2018-09-23,2018-W38,1002.57676857468
BE,2018-09-16,2018-W37,854.470439307985
BE,2018-09-09,2018-W36,579.979260616876
BE,2018-09-02,2018-W35,514.415458480168
BE,2018-08-26,2018-W34,413.011070651775
BE,2018-08-19,2018-W33,320.540803472318
BE,2018-08-12,2018-W32,380.615231550573
BE,2018-08-05,2018-W31,427.992642373676
BE,2018-07-29,2018-W30,387.49532010483
BE,2018-07-22,2018-W29,424.516453152474
BE,2018-07-15,2018-W28,537.517583686913
BE,2018-07-08,2018-W27,558.578567462521
BE,2018-07-01,2018-W26,639.237800533377
BE,2018-06-24,2018-W25,689.135794827355
BE,2018-06-17,2018-W24,680.173661360347
BE,2018-06-10,2018-W23,668.018375402819
BE,2018-06-03,2018-W22,736.5826416838381
BE,2018-05-27,2018-W21,760.011692487577
BE,2018-05-20,2018-W20,869.399842421279
BE,2018-05-13,2018-W19,609.522715964328
BE,2018-05-06,2018-W18,715.229374515967
BE,2018-04-29,2018-W17,665.524985387163
BE,2018-04-22,2018-W16,732.168162494095
BE,2018-04-15,2018-W15,895.881350836757
BE,2018-04-08,2018-W14,888.065217624184
BE,2018-04-01,2018-W13,1135.00768445068
BE,2018-03-25,2018-W12,1369.94820494141
BE,2018-03-18,2018-W11,1622.77959618992
BE,2018-03-11,2018-W10,1797.8101723965
BE,2018-03-04,2018-W09,1745.73490234823
BE,2018-02-25,2018-W08,1860.22343465835
BE,2018-02-18,2018-W07,1706.21014534383
BE,2018-02-11,2018-W06,1782.58544052823
BE,2018-02-04,2018-W05,1652.54049256712
BE,2018-01-28,2018-W04,1493.23051307891
BE,2018-01-21,2018-W03,1352.95155072938
BE,2018-01-14,2018-W02,1320.96348625415
BE,2018-01-07,2018-W01,1281.35818276663
BE,2017-12-31,2017-W52,1237.1940071978
BE,2017-12-24,2017-W51,1338.99713731647
BE,2017-12-17,2017-W50,1422.16669116566
BE,2017-12-10,2017-W49,1491.22343703234
BE,2017-12-03,2017-W48,1346.46827992152
BE,2017-11-26,2017-W47,1196.61250512398
BE,2017-11-19,2017-W46,1207.13238081113
BE,2017-11-12,2017-W45,1054.75093626752
BE,2017-11-05,2017-W44,888.213907680979
BE,2017-10-29,2017-W43,966.8046591756452
BE,2017-10-22,2017-W42,1028.19904260027
BE,2017-10-15,2017-W41,1117.15864143049
BE,2017-10-08,2017-W40,1018.36002328673
BE,2017-10-01,2017-W39,1305.73220777193
BE,2017-09-24,2017-W38,1414.78132382478
BE,2017-09-17,2017-W37,979.8482269636932
BE,2017-09-10,2017-W36,653.073340878309
BE,2017-09-03,2017-W35,560.517681370762
BE,2017-08-27,2017-W34,501.578692861274
BE,2017-08-20,2017-W33,428.551431555599
