location,truth_date,year_week,value
BE,2024-09-29,2024-W39,1211.5
BE,2024-09-22,2024-W38,980.8
BE,2024-09-15,2024-W37,927.0
BE,2024-09-08,2024-W36,713.6
BE,2024-09-01,2024-W35,417.6
BE,2024-08-25,2024-W34,394.7
BE,2024-08-18,2024-W33,307.9
BE,2024-08-11,2024-W32,419.6
BE,2024-08-04,2024-W31,343.6
BE,2024-07-28,2024-W30,367.6
BE,2024-07-21,2024-W29,555.0
BE,2024-07-14,2024-W28,620.5
BE,2024-07-07,2024-W27,641.3
BE,2024-06-30,2024-W26,822.2
BE,2024-06-23,2024-W25,892.4
BE,2024-06-16,2024-W24,806.5
BE,2024-06-09,2024-W23,841.9
BE,2024-06-02,2024-W22,765.1
BE,2024-05-26,2024-W21,873.5
BE,2024-05-19,2024-W20,791.5
BE,2024-05-12,2024-W19,759.5
BE,2024-05-05,2024-W18,892.2
BE,2024-04-28,2024-W17,945.4
BE,2024-04-21,2024-W16,844.4
BE,2024-04-14,2024-W15,888.3
BE,2024-04-07,2024-W14,942.6
BE,2024-03-31,2024-W13,1169.2
BE,2024-03-24,2024-W12,1064.9
BE,2024-03-17,2024-W11,1015.0
BE,2024-03-10,2024-W10,1178.4
BE,2024-03-03,2024-W09,1160.4
BE,2024-02-25,2024-W08,1502.8
BE,2024-02-18,2024-W07,1288.3
BE,2024-02-11,2024-W06,1575.0
BE,2024-02-04,2024-W05,2021.0
BE,2024-01-28,2024-W04,1789.7
BE,2024-01-21,2024-W03,1462.0
BE,2024-01-14,2024-W02,1298.4
BE,2024-01-07,2024-W01,1185.9
BE,2023-12-31,2023-W52,1505.9
BE,2023-12-24,2023-W51,1765.8
BE,2023-12-17,2023-W50,1668.5
BE,2023-12-10,2023-W49,1715.7
BE,2023-12-03,2023-W48,1534.4
BE,2023-11-26,2023-W47,1313.0
BE,2023-11-19,2023-W46,1222.1
BE,2023-11-12,2023-W45,1532.3
BE,2023-11-05,2023-W44,990.6
BE,2023-10-29,2023-W43,1118.2
BE,2023-10-22,2023-W42,1291.1
BE,2023-10-15,2023-W41,1182.7
BE,2023-10-08,2023-W40,1258.3
BE,2023-10-01,2023-W39,1233.6
BE,2023-09-24,2023-W38,979.3
BE,2023-09-17,2023-W37,767.2
BE,2023-09-10,2023-W36,801.3
BE,2023-09-03,2023-W35,644.0
BE,2023-08-27,2023-W34,532.8
BE,2023-08-20,2023-W33,467.5
BE,2023-08-13,2023-W32,476.2
BE,2023-08-06,2023-W31,504.3
