location,truth_date,year_week,value,data_source
LT,2023-11-12,2023-W45,927.0,ERVISS
LT,2023-11-05,2023-W44,648.8,ERVISS
LT,2023-10-29,2023-W43,1097.8,ERVISS
LT,2023-10-22,2023-W42,1084.0,ERVISS
LT,2023-10-15,2023-W41,1021.1,ERVISS
LT,2023-10-08,2023-W40,916.1,ERVISS
LT,2023-10-01,2023-W39,1015.7,ERVISS
LT,2023-09-24,2023-W38,1175.9,ERVISS
LT,2023-09-17,2023-W37,892.1,ERVISS
LT,2023-09-10,2023-W36,464.3,ERVISS
LT,2023-09-03,2023-W35,346.3,ERVISS
LT,2023-08-27,2023-W34,321.3,ERVISS
LT,2023-08-20,2023-W33,274.3,ERVISS
LT,2023-08-13,2023-W32,312.1,ERVISS
LT,2023-08-06,2023-W31,316.3,ERVISS
LT,2023-07-30,2023-W30,331.2,ERVISS
LT,2023-07-16,2023-W28,356.6,ERVISS
LT,2023-07-09,2023-W27,342.8,ERVISS
LT,2023-07-02,2023-W26,491.1,ERVISS
LT,2023-06-25,2023-W25,559.8,ERVISS
LT,2023-06-18,2023-W24,694.5,ERVISS
LT,2023-06-11,2023-W23,733.3,ERVISS
LT,2023-06-04,2023-W22,810.3,ERVISS
LT,2023-05-28,2023-W21,513.6,ERVISS
LT,2023-05-21,2023-W20,539.8,ERVISS
LT,2023-05-14,2023-W19,541.4,ERVISS
LT,2023-05-07,2023-W18,459.6,ERVISS
LT,2023-04-30,2023-W17,494.9,ERVISS
LT,2023-04-23,2023-W16,553.3,ERVISS
LT,2023-04-16,2023-W15,513.2,ERVISS
LT,2023-04-09,2023-W14,701.2,ERVISS
LT,2023-04-02,2023-W13,800.9,ERVISS
LT,2023-03-26,2023-W12,830.4,ERVISS
LT,2023-03-19,2023-W11,857.0,ERVISS
LT,2023-03-12,2023-W10,778.0,ERVISS
LT,2023-03-05,2023-W09,685.0,ERVISS
LT,2023-02-26,2023-W08,671.5,ERVISS
LT,2023-02-19,2023-W07,597.5,ERVISS
LT,2023-02-12,2023-W06,759.2,ERVISS
LT,2023-02-05,2023-W05,656.2,ERVISS
LT,2023-01-29,2023-W04,654.7,ERVISS
LT,2023-01-22,2023-W03,652.3,ERVISS
LT,2023-01-15,2023-W02,732.5,ERVISS
LT,2023-01-08,2023-W01,1047.8,ERVISS
LT,2023-01-01,2022-W52,994.4,ERVISS
LT,2022-12-25,2022-W51,1356.6,ERVISS
LT,2022-12-18,2022-W50,1504.6,ERVISS
LT,2022-12-11,2022-W49,1349.4,ERVISS
LT,2022-12-04,2022-W48,1039.4,ERVISS
LT,2022-11-27,2022-W47,827.0,ERVISS
LT,2022-11-20,2022-W46,649.3,ERVISS
LT,2022-11-13,2022-W45,611.3,ERVISS
LT,2022-11-06,2022-W44,438.1,ERVISS
LT,2022-10-30,2022-W43,620.6,ERVISS
LT,2022-10-23,2022-W42,694.9,ERVISS
LT,2022-10-16,2022-W41,667.5,ERVISS
LT,2022-10-09,2022-W40,682.1,ERVISS
LT,2022-10-02,2022-W39,643.6,ERVISS
LT,2022-09-25,2022-W38,656.1,ERVISS
LT,2022-09-18,2022-W37,558.8,ERVISS
LT,2022-09-11,2022-W36,350.6,ERVISS
LT,2022-09-04,2022-W35,241.8,ERVISS
LT,2022-08-28,2022-W34,230.6,ERVISS
LT,2022-08-21,2022-W33,230.0,ERVISS
LT,2022-08-14,2022-W32,283.9,ERVISS
LT,2022-08-07,2022-W31,291.9,ERVISS
LT,2022-07-31,2022-W30,296.7,ERVISS
LT,2022-07-24,2022-W29,294.7,ERVISS
LT,2022-07-17,2022-W28,287.6,ERVISS
LT,2022-07-10,2022-W27,247.4,ERVISS
LT,2022-07-03,2022-W26,317.5,ERVISS
LT,2022-06-26,2022-W25,283.2,ERVISS
LT,2022-06-19,2022-W24,348.1,ERVISS
LT,2022-06-12,2022-W23,404.8,ERVISS
LT,2022-06-05,2022-W22,390.5,ERVISS
LT,2022-05-29,2022-W21,420.9,ERVISS
LT,2022-05-22,2022-W20,446.3,ERVISS
LT,2022-05-15,2022-W19,452.7,ERVISS
LT,2022-05-08,2022-W18,468.9,ERVISS
LT,2022-05-01,2022-W17,497.3,ERVISS
LT,2022-04-24,2022-W16,516.0,ERVISS
LT,2022-04-17,2022-W15,660.2,ERVISS
LT,2022-04-10,2022-W14,659.0,ERVISS
LT,2022-04-03,2022-W13,619.4,ERVISS
LT,2022-03-27,2022-W12,632.3,ERVISS
LT,2022-03-20,2022-W11,619.2,ERVISS
LT,2022-03-13,2022-W10,498.1,ERVISS
LT,2022-03-06,2022-W09,578.1,ERVISS
LT,2022-02-27,2022-W08,553.3,ERVISS
LT,2022-02-20,2022-W07,566.3,ERVISS
LT,2022-02-13,2022-W06,828.6,ERVISS
LT,2022-02-06,2022-W05,942.1,ERVISS
LT,2022-01-30,2022-W04,926.5,ERVISS
LT,2022-01-23,2022-W03,673.3,ERVISS
LT,2022-01-16,2022-W02,592.6,ERVISS
LT,2022-01-09,2022-W01,618.6,ERVISS
LT,2022-01-02,2021-W52,529.2,ERVISS
LT,2021-12-26,2021-W51,426.6,ERVISS
LT,2021-12-19,2021-W50,598.9,ERVISS
LT,2021-12-12,2021-W49,603.3,ERVISS
LT,2021-12-05,2021-W48,617.1,ERVISS
LT,2021-11-28,2021-W47,588.8,ERVISS
LT,2021-11-21,2021-W46,530.7,ERVISS
LT,2021-11-14,2021-W45,527.4,ERVISS
LT,2021-11-07,2021-W44,447.8,ERVISS
LT,2021-10-31,2021-W43,695.0,ERVISS
LT,2021-10-24,2021-W42,698.9,ERVISS
LT,2021-10-17,2021-W41,723.9,ERVISS
LT,2021-10-10,2021-W40,759.0,ERVISS
LT,2021-10-03,2021-W39,659.8,ERVISS
LT,2021-09-26,2021-W38,719.5,ERVISS
LT,2021-09-19,2021-W37,684.8,ERVISS
LT,2021-09-12,2021-W36,467.8,ERVISS
LT,2021-09-05,2021-W35,296.1,ERVISS
LT,2021-08-29,2021-W34,288.5,ERVISS
LT,2021-08-22,2021-W33,239.9,ERVISS
LT,2021-08-15,2021-W32,201.4,ERVISS
LT,2021-08-08,2021-W31,213.7,ERVISS
LT,2021-08-01,2021-W30,172.9,ERVISS
LT,2021-07-25,2021-W29,151.7,ERVISS
LT,2021-07-18,2021-W28,143.1,ERVISS
LT,2021-07-11,2021-W27,121.3,ERVISS
LT,2021-07-04,2021-W26,124.4,ERVISS
LT,2021-06-27,2021-W25,130.7,ERVISS
LT,2021-06-20,2021-W24,165.5,ERVISS
LT,2021-06-13,2021-W23,183.2,ERVISS
LT,2021-06-06,2021-W22,212.9,ERVISS
LT,2021-05-30,2021-W21,210.0,ERVISS
LT,2021-05-23,2021-W20,226.0,ERVISS
LT,2021-05-16,2021-W19,217.1,ERVISS
LT,2021-05-09,2021-W18,259.6,ERVISS
LT,2021-05-02,2021-W17,257.9,ERVISS
LT,2021-04-25,2021-W16,229.9,ERVISS
LT,2021-04-18,2021-W15,208.9,ERVISS
LT,2021-04-11,2021-W14,193.8,ERVISS
LT,2021-04-04,2021-W13,199.1,ERVISS
LT,2021-03-28,2021-W12,184.2,ERVISS
LT,2021-03-21,2021-W11,140.2,ERVISS
LT,2021-03-14,2021-W10,114.9,ERVISS
LT,2021-03-07,2021-W09,121.8,ERVISS
LT,2021-02-28,2021-W08,116.9,ERVISS
LT,2021-02-21,2021-W07,124.9,ERVISS
LT,2021-02-14,2021-W06,143.0,ERVISS
LT,2021-02-07,2021-W05,158.6,ERVISS
LT,2021-01-31,2021-W04,170.1,ERVISS
LT,2021-01-24,2021-W03,182.7,ERVISS
LT,2021-01-17,2021-W02,195.7,ERVISS
LT,2021-01-10,2021-W01,255.9,ERVISS
LT,2021-01-03,2020-W53,226.8,ERVISS
LT,2020-12-27,2020-W52,253.0,ERVISS
LT,2020-12-20,2020-W51,381.6,ERVISS
LT,2020-12-13,2020-W50,398.4,ERVISS
LT,2020-12-06,2020-W49,361.3,ERVISS
LT,2020-11-29,2020-W48,371.3,ERVISS
LT,2020-11-22,2020-W47,373.7,ERVISS
LT,2020-11-15,2020-W46,348.8,ERVISS
LT,2020-11-08,2020-W45,314.4,ERVISS
LT,2020-11-01,2020-W44,300.3,ERVISS
LT,2020-10-25,2020-W43,323.8,ERVISS
LT,2020-10-18,2020-W42,270.8,ERVISS
LT,2020-10-11,2020-W41,267.8,ERVISS
LT,2020-10-04,2020-W40,292.5,ERVISS
LT,2020-08-02,2020-W31,92.1,ERVISS
LT,2020-07-26,2020-W30,97.4,ERVISS
LT,2020-07-19,2020-W29,100.8,ERVISS
LT,2020-07-12,2020-W28,68.6,ERVISS
LT,2020-07-05,2020-W27,61.9,ERVISS
LT,2020-06-28,2020-W26,51.5,ERVISS
LT,2020-06-21,2020-W25,64.4,ERVISS
LT,2020-06-14,2020-W24,62.1,ERVISS
LT,2020-06-07,2020-W23,60.8,ERVISS
LT,2020-05-31,2020-W22,61.8,ERVISS
LT,2020-05-24,2020-W21,79.8,ERVISS
LT,2020-05-17,2020-W20,80.4,ERVISS
LT,2020-05-10,2020-W19,77.8,ERVISS
LT,2020-05-03,2020-W18,88.3,ERVISS
LT,2020-04-26,2020-W17,122.9,ERVISS
LT,2020-04-19,2020-W16,151.9,ERVISS
LT,2020-04-12,2020-W15,211.5,ERVISS
LT,2020-04-05,2020-W14,386.1,ERVISS
LT,2020-03-29,2020-W13,513.8,ERVISS
LT,2020-03-15,2020-W11,562.4,ERVISS
LT,2020-03-08,2020-W10,743.9,ERVISS
LT,2020-03-01,2020-W09,716.0,ERVISS
LT,2020-02-23,2020-W08,666.3,ERVISS
LT,2020-02-16,2020-W07,756.2,ERVISS
LT,2020-02-09,2020-W06,801.5,ERVISS
LT,2020-02-02,2020-W05,779.7,ERVISS
LT,2020-01-26,2020-W04,690.0,ERVISS
LT,2020-01-19,2020-W03,581.9,ERVISS
LT,2020-01-12,2020-W02,557.7,ERVISS
LT,2020-01-05,2020-W01,422.0,ERVISS
LT,2019-12-29,2019-W52,303.3,ERVISS
LT,2019-12-22,2019-W51,563.6,ERVISS
LT,2019-12-15,2019-W50,606.4,ERVISS
LT,2019-12-08,2019-W49,612.8,ERVISS
LT,2019-12-01,2019-W48,616.2,ERVISS
LT,2019-11-24,2019-W47,515.5,ERVISS
LT,2019-11-17,2019-W46,478.7,ERVISS
LT,2019-11-10,2019-W45,483.8,ERVISS
LT,2019-11-03,2019-W44,418.9,ERVISS
LT,2019-10-27,2019-W43,538.5,ERVISS
LT,2019-10-20,2019-W42,584.1,ERVISS
LT,2019-10-13,2019-W41,615.7,ERVISS
LT,2019-10-06,2019-W40,588.8,ERVISS
LT,2019-09-29,2019-W39,540.6,ERVISS
LT,2019-09-22,2019-W38,523.9,ERVISS
LT,2019-09-15,2019-W37,332.3,ERVISS
LT,2019-09-08,2019-W36,185.9,ERVISS
LT,2019-09-01,2019-W35,158.3,ERVISS
LT,2019-08-25,2019-W34,156.9,ERVISS
LT,2019-08-18,2019-W33,133.6,ERVISS
LT,2019-08-11,2019-W32,153.2,ERVISS
LT,2019-08-04,2019-W31,146.3,ERVISS
LT,2019-07-28,2019-W30,159.9,ERVISS
LT,2019-07-21,2019-W29,168.5,ERVISS
LT,2019-07-14,2019-W28,175.8,ERVISS
LT,2019-07-07,2019-W27,201.0,ERVISS
LT,2019-06-30,2019-W26,216.6,ERVISS
LT,2019-06-23,2019-W25,254.9,ERVISS
LT,2019-06-16,2019-W24,299.2,ERVISS
LT,2019-06-09,2019-W23,367.1,ERVISS
LT,2019-06-02,2019-W22,425.0,ERVISS
LT,2019-05-26,2019-W21,458.8,ERVISS
LT,2019-05-19,2019-W20,471.5,ERVISS
LT,2019-05-12,2019-W19,423.0,ERVISS
LT,2019-05-05,2019-W18,374.8,ERVISS
LT,2019-04-28,2019-W17,388.8,ERVISS
LT,2019-04-21,2019-W16,556.2,ERVISS
LT,2019-04-14,2019-W15,610.7,ERVISS
LT,2019-04-07,2019-W14,655.8,ERVISS
LT,2019-03-31,2019-W13,613.6,ERVISS
LT,2019-03-24,2019-W12,643.3,ERVISS
LT,2019-03-17,2019-W11,583.9,ERVISS
LT,2019-03-10,2019-W10,643.3,ERVISS
LT,2019-03-03,2019-W09,610.6,ERVISS
LT,2019-02-24,2019-W08,694.3,ERVISS
LT,2019-02-17,2019-W07,969.8,ERVISS
LT,2019-02-10,2019-W06,1229.3,ERVISS
LT,2019-02-03,2019-W05,1396.8,ERVISS
LT,2019-01-27,2019-W04,1306.8,ERVISS
LT,2019-01-20,2019-W03,1138.2,ERVISS
LT,2019-01-13,2019-W02,871.2,ERVISS
LT,2019-01-06,2019-W01,669.0,ERVISS
LT,2018-12-30,2018-W52,412.1,ERVISS
LT,2018-12-23,2018-W51,781.7,ERVISS
LT,2018-12-16,2018-W50,831.5,ERVISS
LT,2018-12-09,2018-W49,812.6,ERVISS
LT,2018-12-02,2018-W48,802.2,ERVISS
LT,2018-11-25,2018-W47,709.5,ERVISS
LT,2018-11-18,2018-W46,613.2,ERVISS
LT,2018-11-11,2018-W45,580.3,ERVISS
LT,2018-11-04,2018-W44,497.6,ERVISS
LT,2018-10-28,2018-W43,679.7,ERVISS
LT,2018-10-14,2018-W41,642.5,ERVISS
LT,2018-10-07,2018-W40,647.7,ERVISS
LT,2018-09-23,2018-W38,651.4,ERVISS
LT,2018-09-16,2018-W37,511.5,ERVISS
LT,2018-09-09,2018-W36,238.5,ERVISS
LT,2018-09-02,2018-W35,190.7,ERVISS
LT,2018-08-26,2018-W34,177.8,ERVISS
LT,2018-08-19,2018-W33,143.7,ERVISS
LT,2018-08-12,2018-W32,157.2,ERVISS
LT,2018-08-05,2018-W31,164.2,ERVISS
LT,2018-07-29,2018-W30,158.2,ERVISS
LT,2018-07-22,2018-W29,177.2,ERVISS
LT,2018-07-15,2018-W28,205.6,ERVISS
LT,2018-07-08,2018-W27,192.5,ERVISS
LT,2018-07-01,2018-W26,249.1,ERVISS
LT,2018-06-24,2018-W25,257.6,ERVISS
LT,2018-06-10,2018-W23,335.4,ERVISS
LT,2018-06-03,2018-W22,331.0,ERVISS
LT,2018-05-27,2018-W21,369.7,ERVISS
LT,2018-05-20,2018-W20,406.3,ERVISS
LT,2018-05-13,2018-W19,445.9,ERVISS
LT,2018-05-06,2018-W18,437.1,ERVISS
LT,2018-04-29,2018-W17,498.8,ERVISS
LT,2018-04-22,2018-W16,501.6,ERVISS
LT,2018-04-15,2018-W15,538.4,ERVISS
LT,2018-04-08,2018-W14,564.0,ERVISS
LT,2018-04-01,2018-W13,751.9,ERVISS
LT,2018-03-25,2018-W12,835.3,ERVISS
LT,2018-03-18,2018-W11,831.9,ERVISS
LT,2018-03-11,2018-W10,825.4,ERVISS
LT,2018-03-04,2018-W09,839.3,ERVISS
LT,2018-02-25,2018-W08,936.9,ERVISS
LT,2018-02-18,2018-W07,1051.5,ERVISS
LT,2018-02-11,2018-W06,1465.2,ERVISS
LT,2018-02-04,2018-W05,1527.1,ERVISS
LT,2018-01-28,2018-W04,1339.1,ERVISS
LT,2018-01-21,2018-W03,962.8,ERVISS
LT,2018-01-14,2018-W02,763.2,ERVISS
LT,2018-01-07,2018-W01,637.5,ERVISS
LT,2017-12-31,2017-W52,466.1,ERVISS
LT,2017-12-24,2017-W51,658.3,ERVISS
LT,2017-12-17,2017-W50,800.0,ERVISS
LT,2017-12-10,2017-W49,809.5,ERVISS
LT,2017-12-03,2017-W48,705.1,ERVISS
LT,2017-11-26,2017-W47,705.1,ERVISS
LT,2017-11-19,2017-W46,600.7,ERVISS
LT,2017-11-12,2017-W45,569.8,ERVISS
LT,2017-11-05,2017-W44,503.9,ERVISS
LT,2017-10-29,2017-W43,670.9,ERVISS
LT,2017-10-22,2017-W42,656.2,ERVISS
LT,2017-10-15,2017-W41,695.4,ERVISS
LT,2017-10-08,2017-W40,675.5,ERVISS
LT,2017-10-01,2017-W39,702.0,ERVISS
LT,2017-09-24,2017-W38,765.3,ERVISS
LT,2017-09-17,2017-W37,717.7,ERVISS
LT,2017-09-10,2017-W36,335.0,ERVISS
LT,2017-09-03,2017-W35,172.7,ERVISS
LT,2017-08-27,2017-W34,162.4,ERVISS
LT,2017-08-20,2017-W33,142.6,ERVISS
LT,2017-08-13,2017-W32,149.6,ERVISS
LT,2017-08-06,2017-W31,144.5,ERVISS
LT,2017-07-30,2017-W30,158.3,ERVISS
LT,2017-07-23,2017-W29,162.1,ERVISS
LT,2017-07-16,2017-W28,177.0,ERVISS
LT,2017-07-09,2017-W27,172.3,ERVISS
LT,2017-07-02,2017-W26,235.3,ERVISS
LT,2017-06-18,2017-W24,296.3,ERVISS
LT,2017-06-11,2017-W23,328.1,ERVISS
LT,2017-06-04,2017-W22,334.4,ERVISS
LT,2017-05-28,2017-W21,436.1,ERVISS
LT,2017-05-21,2017-W20,523.2,ERVISS
LT,2017-05-14,2017-W19,509.5,ERVISS
LT,2017-05-07,2017-W18,459.6,ERVISS
LT,2017-04-30,2017-W17,487.1,ERVISS
LT,2017-04-23,2017-W16,411.3,ERVISS
LT,2017-04-16,2017-W15,430.4,ERVISS
LT,2017-04-09,2017-W14,535.8,ERVISS
LT,2017-04-02,2017-W13,578.5,ERVISS
LT,2017-03-26,2017-W12,626.4,ERVISS
LT,2017-03-19,2017-W11,621.9,ERVISS
LT,2017-03-05,2017-W09,623.4,ERVISS
LT,2017-02-26,2017-W08,731.5,ERVISS
LT,2017-02-19,2017-W07,710.1,ERVISS
LT,2017-02-12,2017-W06,950.6,ERVISS
LT,2017-01-29,2017-W04,1333.6,ERVISS
LT,2017-01-22,2017-W03,958.9,ERVISS
LT,2017-01-15,2017-W02,881.7,ERVISS
LT,2017-01-08,2017-W01,823.0,ERVISS
LT,2017-01-01,2016-W52,703.7,ERVISS
LT,2016-12-25,2016-W51,759.6,ERVISS
LT,2016-12-18,2016-W50,717.2,ERVISS
LT,2016-12-11,2016-W49,723.8,ERVISS
LT,2016-12-04,2016-W48,646.6,ERVISS
LT,2016-11-27,2016-W47,625.0,ERVISS
LT,2016-11-20,2016-W46,580.7,ERVISS
LT,2016-11-13,2016-W45,524.6,ERVISS
LT,2016-11-06,2016-W44,447.5,ERVISS
LT,2016-10-30,2016-W43,636.3,ERVISS
LT,2016-10-23,2016-W42,641.5,ERVISS
LT,2016-10-16,2016-W41,625.3,ERVISS
LT,2016-10-09,2016-W40,598.8,ERVISS
LT,2016-10-02,2016-W39,639.1,ERVISS
LT,2016-09-25,2016-W38,714.9,ERVISS
LT,2016-09-18,2016-W37,563.1,ERVISS
LT,2016-09-11,2016-W36,326.1,ERVISS
LT,2016-09-04,2016-W35,172.2,ERVISS
LT,2016-08-28,2016-W34,166.4,ERVISS
LT,2016-08-21,2016-W33,141.1,ERVISS
LT,2016-08-14,2016-W32,150.5,ERVISS
LT,2016-08-07,2016-W31,141.5,ERVISS
LT,2016-07-31,2016-W30,137.4,ERVISS
LT,2016-07-24,2016-W29,89.6,ERVISS
LT,2016-07-17,2016-W28,147.6,ERVISS
LT,2016-07-10,2016-W27,152.0,ERVISS
LT,2016-07-03,2016-W26,187.7,ERVISS
LT,2016-06-26,2016-W25,178.4,ERVISS
LT,2016-06-19,2016-W24,224.2,ERVISS
LT,2016-06-12,2016-W23,248.1,ERVISS
LT,2016-06-05,2016-W22,268.3,ERVISS
LT,2016-05-29,2016-W21,330.8,ERVISS
LT,2016-05-22,2016-W20,359.1,ERVISS
LT,2016-05-15,2016-W19,406.0,ERVISS
LT,2016-05-08,2016-W18,465.1,ERVISS
LT,2016-05-01,2016-W17,510.6,ERVISS
LT,2016-04-24,2016-W16,499.3,ERVISS
LT,2016-04-17,2016-W15,443.3,ERVISS
LT,2016-04-10,2016-W14,456.5,ERVISS
LT,2016-04-03,2016-W13,414.6,ERVISS
LT,2016-03-27,2016-W12,493.7,ERVISS
LT,2016-03-20,2016-W11,603.9,ERVISS
LT,2016-03-13,2016-W10,516.5,ERVISS
LT,2016-03-06,2016-W09,599.5,ERVISS
LT,2016-02-28,2016-W08,731.5,ERVISS
LT,2016-02-21,2016-W07,667.9,ERVISS
LT,2016-02-14,2016-W06,641.4,ERVISS
LT,2016-02-07,2016-W05,1083.3,ERVISS
LT,2016-01-31,2016-W04,1074.7,ERVISS
LT,2016-01-24,2016-W03,742.7,ERVISS
LT,2016-01-17,2016-W02,563.0,ERVISS
LT,2016-01-10,2016-W01,533.2,ERVISS
LT,2016-01-03,2015-W53,347.4,ERVISS
LT,2015-12-27,2015-W52,342.1,ERVISS
LT,2015-12-20,2015-W51,586.3,ERVISS
LT,2015-12-13,2015-W50,579.4,ERVISS
LT,2015-12-06,2015-W49,591.0,ERVISS
LT,2015-11-29,2015-W48,580.3,ERVISS
LT,2015-11-22,2015-W47,515.9,ERVISS
LT,2015-11-15,2015-W46,490.8,ERVISS
LT,2015-11-08,2015-W45,504.9,ERVISS
LT,2015-11-01,2015-W44,470.6,ERVISS
LT,2015-10-25,2015-W43,580.5,ERVISS
LT,2015-10-18,2015-W42,620.0,ERVISS
LT,2015-10-11,2015-W41,556.9,ERVISS
LT,2015-10-04,2015-W40,510.7,ERVISS
LT,2015-09-27,2015-W39,526.9,ERVISS
LT,2015-09-20,2015-W38,522.4,ERVISS
LT,2015-09-13,2015-W37,338.9,ERVISS
LT,2015-09-06,2015-W36,151.1,ERVISS
LT,2015-08-30,2015-W35,129.4,ERVISS
LT,2015-08-23,2015-W34,117.9,ERVISS
LT,2015-08-16,2015-W33,100.4,ERVISS
LT,2015-08-09,2015-W32,109.1,ERVISS
LT,2015-08-02,2015-W31,106.8,ERVISS
LT,2015-07-26,2015-W30,119.5,ERVISS
LT,2015-07-19,2015-W29,126.1,ERVISS
LT,2015-07-12,2015-W28,125.3,ERVISS
LT,2015-07-05,2015-W27,145.2,ERVISS
LT,2015-06-28,2015-W26,173.8,ERVISS
LT,2015-06-21,2015-W25,199.6,ERVISS
LT,2015-06-14,2015-W24,250.2,ERVISS
LT,2015-06-07,2015-W23,307.3,ERVISS
LT,2015-05-31,2015-W22,361.5,ERVISS
LT,2015-05-24,2015-W21,399.5,ERVISS
LT,2015-05-17,2015-W20,413.5,ERVISS
LT,2015-05-10,2015-W19,418.0,ERVISS
LT,2015-05-03,2015-W18,396.4,ERVISS
LT,2015-04-26,2015-W17,497.8,ERVISS
LT,2015-04-19,2015-W16,482.8,ERVISS
LT,2015-04-12,2015-W15,432.3,ERVISS
LT,2015-04-05,2015-W14,482.2,ERVISS
LT,2015-03-29,2015-W13,683.0,ERVISS
LT,2015-03-22,2015-W12,677.6,ERVISS
LT,2015-03-15,2015-W11,709.6,ERVISS
LT,2015-03-08,2015-W10,836.0,ERVISS
LT,2015-03-01,2015-W09,878.9,ERVISS
LT,2015-02-22,2015-W08,779.9,ERVISS
LT,2015-02-15,2015-W07,978.7,ERVISS
LT,2015-02-08,2015-W06,1043.0,ERVISS
LT,2015-02-01,2015-W05,908.6,ERVISS
LT,2015-01-25,2015-W04,784.7,ERVISS
LT,2015-01-18,2015-W03,633.9,ERVISS
LT,2015-01-11,2015-W02,552.7,ERVISS
LT,2015-01-04,2015-W01,351.0,ERVISS
LT,2014-12-28,2014-W52,264.6,ERVISS
LT,2014-12-21,2014-W51,583.9,ERVISS
LT,2014-12-14,2014-W50,675.7,ERVISS
LT,2014-12-07,2014-W49,677.2,ERVISS
LT,2014-11-30,2014-W48,614.2,ERVISS
LT,2014-11-23,2014-W47,580.4,ERVISS
LT,2014-11-16,2014-W46,514.5,ERVISS
LT,2014-11-09,2014-W45,494.8,ERVISS
LT,2014-11-02,2014-W44,471.0,ERVISS
LT,2014-10-26,2014-W43,588.7,ERVISS
LT,2014-10-19,2014-W42,567.8,ERVISS
LT,2014-10-12,2014-W41,580.5,ERVISS
LT,2014-10-05,2014-W40,540.6,ERVISS
LU,2024-10-13,2024-W41,22400.0,ERVISS
LU,2024-10-06,2024-W40,17100.0,ERVISS
LU,2024-09-29,2024-W39,15700.0,ERVISS
LU,2024-09-22,2024-W38,11300.0,ERVISS
LU,2024-09-15,2024-W37,17100.0,ERVISS
LU,2024-09-08,2024-W36,13900.0,ERVISS
LU,2024-09-01,2024-W35,8800.0,ERVISS
LU,2024-08-25,2024-W34,6400.0,ERVISS
LU,2024-08-18,2024-W33,9300.0,ERVISS
LU,2024-08-11,2024-W32,7400.0,ERVISS
LU,2024-08-04,2024-W31,12900.0,ERVISS
LU,2024-07-28,2024-W30,8900.0,ERVISS
LU,2024-07-21,2024-W29,11400.0,ERVISS
LU,2024-07-14,2024-W28,12100.0,ERVISS
LU,2024-07-07,2024-W27,10700.0,ERVISS
LU,2024-06-30,2024-W26,8300.0,ERVISS
LU,2024-06-23,2024-W25,12600.0,ERVISS
LU,2024-06-16,2024-W24,18000.0,ERVISS
LU,2024-06-09,2024-W23,14700.0,ERVISS
LU,2024-06-02,2024-W22,15100.0,ERVISS
LU,2024-05-26,2024-W21,10500.0,ERVISS
LU,2024-05-19,2024-W20,13500.0,ERVISS
LU,2024-05-12,2024-W19,14900.0,ERVISS
LU,2024-05-05,2024-W18,11800.0,ERVISS
LU,2024-04-28,2024-W17,14400.0,ERVISS
LU,2024-04-21,2024-W16,13000.0,ERVISS
LU,2024-04-14,2024-W15,23100.0,ERVISS
LU,2024-04-07,2024-W14,20500.0,ERVISS
LU,2024-03-31,2024-W13,17200.0,ERVISS
LU,2024-03-24,2024-W12,19700.0,ERVISS
LU,2024-03-17,2024-W11,16400.0,ERVISS
LU,2024-03-10,2024-W10,20100.0,ERVISS
LU,2024-03-03,2024-W09,15400.0,ERVISS
LU,2024-02-25,2024-W08,20200.0,ERVISS
LU,2024-02-18,2024-W07,37800.0,ERVISS
LU,2024-02-11,2024-W06,16900.0,ERVISS
LU,2024-02-04,2024-W05,15000.0,ERVISS
LU,2024-01-28,2024-W04,18800.0,ERVISS
LU,2024-01-21,2024-W03,18600.0,ERVISS
LU,2024-01-14,2024-W02,13800.0,ERVISS
LU,2024-01-07,2024-W01,23800.0,ERVISS
LU,2023-12-31,2023-W52,34100.0,ERVISS
LU,2023-12-24,2023-W51,29000.0,ERVISS
LU,2023-12-17,2023-W50,21300.0,ERVISS
LU,2023-12-10,2023-W49,27500.0,ERVISS
LU,2023-12-03,2023-W48,25200.0,ERVISS
LU,2023-11-26,2023-W47,15500.0,ERVISS
LU,2023-11-19,2023-W46,19400.0,ERVISS
LU,2023-11-12,2023-W45,18100.0,ERVISS
LU,2023-11-05,2023-W44,19900.0,ERVISS
LU,2023-10-29,2023-W43,18100.0,ERVISS
LU,2023-10-22,2023-W42,17800.0,ERVISS
LU,2023-10-15,2023-W41,18700.0,ERVISS
LU,2023-10-08,2023-W40,15800.0,ERVISS
LU,2023-10-01,2023-W39,18200.0,ERVISS
LU,2023-09-24,2023-W38,11800.0,ERVISS
LU,2023-09-17,2023-W37,6500.0,ERVISS
LU,2023-09-10,2023-W36,6300.0,ERVISS
LU,2023-09-03,2023-W35,8800.0,ERVISS
LU,2023-08-27,2023-W34,13000.0,ERVISS
LU,2023-08-20,2023-W33,9900.0,ERVISS
LU,2023-08-13,2023-W32,13100.0,ERVISS
LU,2023-08-06,2023-W31,6500.0,ERVISS
LU,2023-07-30,2023-W30,10700.0,ERVISS
LU,2023-07-23,2023-W29,15800.0,ERVISS
LU,2023-07-16,2023-W28,11900.0,ERVISS
LU,2023-07-09,2023-W27,8100.0,ERVISS
LU,2023-07-02,2023-W26,6500.0,ERVISS
LU,2023-06-25,2023-W25,8600.0,ERVISS
LU,2023-06-18,2023-W24,10300.0,ERVISS
LU,2023-06-11,2023-W23,10100.0,ERVISS
LU,2023-06-04,2023-W22,13000.0,ERVISS
LU,2023-05-28,2023-W21,11200.0,ERVISS
LU,2023-05-21,2023-W20,17100.0,ERVISS
