location,truth_date,year_week,value,data_source
BE,2024-10-13,2024-W41,1384.1,ERVISS
BE,2024-10-06,2024-W40,1182.0,ERVISS
BE,2024-09-29,2024-W39,1216.6,ERVISS
BE,2024-09-22,2024-W38,993.0,ERVISS
BE,2024-09-15,2024-W37,927.0,ERVISS
BE,2024-09-08,2024-W36,713.6,ERVISS
BE,2024-09-01,2024-W35,417.6,ERVISS
BE,2024-08-25,2024-W34,394.7,ERVISS
BE,2024-08-18,2024-W33,307.9,ERVISS
BE,2024-08-11,2024-W32,419.6,ERVISS
BE,2024-08-04,2024-W31,343.6,ERVISS
BE,2024-07-28,2024-W30,367.6,ERVISS
BE,2024-07-21,2024-W29,555.0,ERVISS
BE,2024-07-14,2024-W28,620.5,ERVISS
BE,2024-07-07,2024-W27,641.3,ERVISS
BE,2024-06-30,2024-W26,822.2,ERVISS
BE,2024-06-23,2024-W25,892.4,ERVISS
BE,2024-06-16,2024-W24,806.5,ERVISS
BE,2024-06-09,2024-W23,841.9,ERVISS
BE,2024-06-02,2024-W22,765.1,ERVISS
BE,2024-05-26,2024-W21,873.5,ERVISS
BE,2024-05-19,2024-W20,791.5,ERVISS
BE,2024-05-12,2024-W19,759.5,ERVISS
BE,2024-05-05,2024-W18,892.2,ERVISS
BE,2024-04-28,2024-W17,945.4,ERVISS
BE,2024-04-21,2024-W16,844.4,ERVISS
BE,2024-04-14,2024-W15,888.3,ERVISS
BE,2024-04-07,2024-W14,942.6,ERVISS
BE,2024-03-31,2024-W13,1169.2,ERVISS
BE,2024-03-24,2024-W12,1064.9,ERVISS
BE,2024-03-17,2024-W11,1015.0,ERVISS
BE,2024-03-10,2024-W10,1178.4,ERVISS
BE,2024-03-03,2024-W09,1160.4,ERVISS
BE,2024-02-25,2024-W08,1502.8,ERVISS
BE,2024-02-18,2024-W07,1288.3,ERVISS
BE,2024-02-11,2024-W06,1575.0,ERVISS
BE,2024-02-04,2024-W05,2021.0,ERVISS
BE,2024-01-28,2024-W04,1789.7,ERVISS
BE,2024-01-21,2024-W03,1462.0,ERVISS
BE,2024-01-14,2024-W02,1298.4,ERVISS
BE,2024-01-07,2024-W01,1185.9,ERVISS
BE,2023-12-31,2023-W52,1505.9,ERVISS
BE,2023-12-24,2023-W51,1765.8,ERVISS
BE,2023-12-17,2023-W50,1668.5,ERVISS
BE,2023-12-10,2023-W49,1715.7,ERVISS
BE,2023-12-03,2023-W48,1534.4,ERVISS
BE,2023-11-26,2023-W47,1313.0,ERVISS
BE,2023-11-19,2023-W46,1222.1,ERVISS
BE,2023-11-12,2023-W45,1532.3,ERVISS
BE,2023-11-05,2023-W44,990.6,ERVISS
BE,2023-10-29,2023-W43,1118.2,ERVISS
BE,2023-10-22,2023-W42,1291.1,ERVISS
BE,2023-10-15,2023-W41,1182.7,ERVISS
BE,2023-10-08,2023-W40,1258.3,ERVISS
BE,2023-10-01,2023-W39,1233.6,ERVISS
BE,2023-09-24,2023-W38,979.3,ERVISS
BE,2023-09-17,2023-W37,767.2,ERVISS
BE,2023-09-10,2023-W36,801.3,ERVISS
BE,2023-09-03,2023-W35,644.0,ERVISS
BE,2023-08-27,2023-W34,532.8,ERVISS
BE,2023-08-20,2023-W33,467.5,ERVISS
BE,2023-08-13,2023-W32,476.2,ERVISS
BE,2023-08-06,2023-W31,504.3,ERVISS
BE,2023-07-30,2023-W30,499.7,ERVISS
BE,2023-07-23,2023-W29,432.6,ERVISS
BE,2023-07-16,2023-W28,545.2,ERVISS
BE,2023-07-09,2023-W27,519.3,ERVISS
BE,2023-07-02,2023-W26,557.6,ERVISS
BE,2023-06-25,2023-W25,525.9,ERVISS
BE,2023-06-18,2023-W24,514.9,ERVISS
BE,2023-06-11,2023-W23,710.2,ERVISS
BE,2023-06-04,2023-W22,493.4,ERVISS
BE,2023-05-28,2023-W21,893.2,ERVISS
BE,2023-05-21,2023-W20,685.0,ERVISS
BE,2023-05-14,2023-W19,827.7,ERVISS
BE,2023-05-07,2023-W18,685.3,ERVISS
BE,2023-04-30,2023-W17,748.9,ERVISS
BE,2023-04-23,2023-W16,941.3,ERVISS
BE,2023-04-16,2023-W15,699.8,ERVISS
BE,2023-04-09,2023-W14,736.6,ERVISS
BE,2023-04-02,2023-W13,1062.2,ERVISS
BE,2023-03-26,2023-W12,1195.5,ERVISS
BE,2023-03-19,2023-W11,1456.0,ERVISS
BE,2023-03-12,2023-W10,1486.2,ERVISS
BE,2023-03-05,2023-W09,1574.4,ERVISS
BE,2023-02-26,2023-W08,1251.3,ERVISS
BE,2023-02-19,2023-W07,1550.2,ERVISS
BE,2023-02-12,2023-W06,1464.3,ERVISS
BE,2023-02-05,2023-W05,1437.8,ERVISS
BE,2023-01-29,2023-W04,1384.8,ERVISS
BE,2023-01-22,2023-W03,1274.0,ERVISS
BE,2023-01-15,2023-W02,1348.9,ERVISS
BE,2023-01-08,2023-W01,1470.5,ERVISS
BE,2023-01-01,2022-W52,2012.0,ERVISS
BE,2022-12-25,2022-W51,2131.3,ERVISS
BE,2022-12-18,2022-W50,2236.5,ERVISS
BE,2022-12-11,2022-W49,2247.4,ERVISS
BE,2022-12-04,2022-W48,1849.8,ERVISS
BE,2022-11-27,2022-W47,1816.9,ERVISS
BE,2022-11-20,2022-W46,1194.3,ERVISS
BE,2022-11-13,2022-W45,996.4,ERVISS
BE,2022-11-06,2022-W44,844.5,ERVISS
BE,2022-10-30,2022-W43,1046.5,ERVISS
BE,2022-10-23,2022-W42,1238.7,ERVISS
BE,2022-10-16,2022-W41,1298.7,ERVISS
BE,2022-10-09,2022-W40,1217.0,ERVISS
BE,2022-10-02,2022-W39,1191.6,ERVISS
BE,2022-09-25,2022-W38,1292.6,ERVISS
BE,2022-09-18,2022-W37,988.2,ERVISS
BE,2022-09-11,2022-W36,430.4,ERVISS
BE,2022-09-04,2022-W35,536.9,ERVISS
BE,2022-08-28,2022-W34,409.6,ERVISS
BE,2022-08-21,2022-W33,368.4,ERVISS
BE,2022-08-14,2022-W32,397.9,ERVISS
BE,2022-08-07,2022-W31,366.5,ERVISS
BE,2022-07-31,2022-W30,552.1,ERVISS
BE,2022-07-24,2022-W29,454.6,ERVISS
BE,2022-07-17,2022-W28,885.1,ERVISS
BE,2022-07-10,2022-W27,991.2,ERVISS
BE,2022-07-03,2022-W26,850.2,ERVISS
BE,2022-06-26,2022-W25,838.9,ERVISS
BE,2022-06-19,2022-W24,958.0,ERVISS
BE,2022-06-12,2022-W23,758.9,ERVISS
BE,2022-06-05,2022-W22,953.5,ERVISS
BE,2022-05-29,2022-W21,680.8,ERVISS
BE,2022-05-22,2022-W20,953.5,ERVISS
BE,2022-05-15,2022-W19,1124.2,ERVISS
BE,2022-05-08,2022-W18,1090.7,ERVISS
BE,2022-05-01,2022-W17,1215.2,ERVISS
BE,2022-04-24,2022-W16,835.4,ERVISS
BE,2022-04-17,2022-W15,1403.4,ERVISS
BE,2022-04-10,2022-W14,1679.3,ERVISS
BE,2022-04-03,2022-W13,1588.9,ERVISS
BE,2022-03-27,2022-W12,1494.2,ERVISS
BE,2022-03-20,2022-W11,1282.0,ERVISS
BE,2022-03-13,2022-W10,1232.3,ERVISS
BE,2022-03-06,2022-W09,1066.4,ERVISS
BE,2022-02-27,2022-W08,1063.5,ERVISS
BE,2022-02-20,2022-W07,1051.3,ERVISS
BE,2022-02-13,2022-W06,1136.2,ERVISS
BE,2022-02-06,2022-W05,1315.3,ERVISS
BE,2022-01-30,2022-W04,1793.9,ERVISS
BE,2022-01-23,2022-W03,1532.0,ERVISS
BE,2022-01-16,2022-W02,1095.0,ERVISS
BE,2022-01-09,2022-W01,972.9,ERVISS
BE,2022-01-02,2021-W52,737.8,ERVISS
BE,2021-12-26,2021-W51,838.2,ERVISS
BE,2021-12-19,2021-W50,1250.0,ERVISS
BE,2021-12-12,2021-W49,1249.4,ERVISS
BE,2021-12-05,2021-W48,1392.0,ERVISS
BE,2021-11-28,2021-W47,1461.8,ERVISS
BE,2021-11-21,2021-W46,1575.7,ERVISS
BE,2021-11-14,2021-W45,1299.6,ERVISS
BE,2021-11-07,2021-W44,1434.4,ERVISS
BE,2021-10-31,2021-W43,1657.6,ERVISS
BE,2021-10-24,2021-W42,1620.6,ERVISS
BE,2021-10-17,2021-W41,1438.0,ERVISS
BE,2021-10-10,2021-W40,1205.0,ERVISS
BE,2021-10-03,2021-W39,1177.6,ERVISS
BE,2021-09-26,2021-W38,1151.0,ERVISS
BE,2021-09-19,2021-W37,1075.0,ERVISS
BE,2021-09-12,2021-W36,891.5,ERVISS
BE,2021-09-05,2021-W35,493.0,ERVISS
BE,2021-08-29,2021-W34,391.3,ERVISS
BE,2021-08-22,2021-W33,462.1,ERVISS
BE,2021-08-15,2021-W32,482.3,ERVISS
BE,2021-08-08,2021-W31,465.3,ERVISS
BE,2021-08-01,2021-W30,458.5,ERVISS
BE,2021-07-25,2021-W29,441.4,ERVISS
BE,2021-07-18,2021-W28,429.9,ERVISS
BE,2021-07-11,2021-W27,475.5,ERVISS
BE,2021-07-04,2021-W26,504.1,ERVISS
BE,2021-06-27,2021-W25,540.3,ERVISS
BE,2021-06-20,2021-W24,548.8,ERVISS
BE,2021-06-13,2021-W23,565.5,ERVISS
BE,2021-06-06,2021-W22,628.1,ERVISS
BE,2021-05-30,2021-W21,679.9,ERVISS
BE,2021-05-23,2021-W20,772.3,ERVISS
BE,2021-05-16,2021-W19,637.0,ERVISS
BE,2021-05-09,2021-W18,863.1,ERVISS
BE,2021-05-02,2021-W17,642.3,ERVISS
BE,2021-04-25,2021-W16,652.7,ERVISS
BE,2021-04-18,2021-W15,670.7,ERVISS
BE,2021-04-11,2021-W14,722.9,ERVISS
BE,2021-04-04,2021-W13,914.6,ERVISS
BE,2021-03-28,2021-W12,1392.1,ERVISS
BE,2021-03-21,2021-W11,1129.1,ERVISS
BE,2021-03-14,2021-W10,982.2,ERVISS
BE,2021-03-07,2021-W09,738.4,ERVISS
BE,2021-02-28,2021-W08,790.1,ERVISS
BE,2021-02-21,2021-W07,818.4,ERVISS
BE,2021-02-14,2021-W06,723.3,ERVISS
BE,2021-02-07,2021-W05,992.3,ERVISS
BE,2021-01-31,2021-W04,902.6,ERVISS
BE,2021-01-24,2021-W03,716.8,ERVISS
BE,2021-01-17,2021-W02,599.9,ERVISS
BE,2021-01-10,2021-W01,561.9,ERVISS
BE,2021-01-03,2020-W53,496.8,ERVISS
BE,2020-12-27,2020-W52,410.9,ERVISS
BE,2020-12-20,2020-W51,816.9,ERVISS
BE,2020-12-13,2020-W50,734.7,ERVISS
BE,2020-12-06,2020-W49,718.2,ERVISS
BE,2020-11-29,2020-W48,543.4,ERVISS
BE,2020-11-22,2020-W47,528.7,ERVISS
BE,2020-11-15,2020-W46,614.7,ERVISS
BE,2020-11-08,2020-W45,775.3,ERVISS
BE,2020-11-01,2020-W44,1112.2,ERVISS
BE,2020-10-25,2020-W43,1281.4,ERVISS
BE,2020-10-18,2020-W42,1283.2,ERVISS
BE,2020-10-11,2020-W41,1017.7,ERVISS
BE,2020-10-04,2020-W40,959.6,ERVISS
BE,2020-09-27,2020-W39,1094.0,ERVISS
BE,2020-09-20,2020-W38,1294.4,ERVISS
BE,2020-09-13,2020-W37,1068.3,ERVISS
BE,2020-09-06,2020-W36,432.1,ERVISS
BE,2020-08-30,2020-W35,320.5,ERVISS
BE,2020-08-23,2020-W34,329.3,ERVISS
BE,2020-08-16,2020-W33,285.7,ERVISS
BE,2020-08-09,2020-W32,310.8,ERVISS
BE,2020-08-02,2020-W31,480.8,ERVISS
BE,2020-07-26,2020-W30,422.1,ERVISS
BE,2020-07-19,2020-W29,447.8,ERVISS
BE,2020-07-12,2020-W28,520.9,ERVISS
BE,2020-07-05,2020-W27,418.0,ERVISS
BE,2020-06-28,2020-W26,487.1,ERVISS
BE,2020-06-21,2020-W25,395.4,ERVISS
BE,2020-06-14,2020-W24,323.8,ERVISS
BE,2020-06-07,2020-W23,249.2,ERVISS
BE,2020-05-31,2020-W22,248.5,ERVISS
BE,2020-05-24,2020-W21,216.3,ERVISS
BE,2020-05-17,2020-W20,312.1,ERVISS
BE,2020-05-10,2020-W19,314.4,ERVISS
BE,2020-05-03,2020-W18,272.9,ERVISS
BE,2020-04-26,2020-W17,408.3,ERVISS
BE,2020-04-19,2020-W16,370.8,ERVISS
BE,2020-04-12,2020-W15,500.7,ERVISS
BE,2020-04-05,2020-W14,971.2,ERVISS
BE,2020-03-29,2020-W13,1372.7,ERVISS
BE,2020-03-22,2020-W12,2216.5,ERVISS
BE,2020-03-15,2020-W11,1921.3,ERVISS
BE,2020-03-08,2020-W10,1730.6,ERVISS
BE,2020-03-01,2020-W09,1240.5,ERVISS
BE,2020-02-23,2020-W08,1277.4,ERVISS
BE,2020-02-16,2020-W07,1449.0,ERVISS
BE,2020-02-09,2020-W06,1680.0,ERVISS
BE,2020-02-02,2020-W05,1821.5,ERVISS
BE,2020-01-26,2020-W04,1551.8,ERVISS
BE,2020-01-19,2020-W03,1217.2,ERVISS
BE,2020-01-12,2020-W02,1505.8,ERVISS
BE,2020-01-05,2020-W01,1193.5,ERVISS
BE,2019-12-29,2019-W52,1000.7,ERVISS
BE,2019-12-22,2019-W51,1370.3,ERVISS
BE,2019-12-15,2019-W50,1374.0,ERVISS
BE,2019-12-08,2019-W49,1508.1,ERVISS
BE,2019-12-01,2019-W48,1464.9,ERVISS
BE,2019-11-24,2019-W47,1256.4,ERVISS
BE,2019-11-17,2019-W46,995.4,ERVISS
BE,2019-11-10,2019-W45,1161.6,ERVISS
BE,2019-11-03,2019-W44,953.6,ERVISS
BE,2019-10-27,2019-W43,1073.4,ERVISS
BE,2019-10-20,2019-W42,1220.8,ERVISS
BE,2019-10-13,2019-W41,1225.8,ERVISS
BE,2019-10-06,2019-W40,1251.7,ERVISS
BE,2019-09-29,2019-W39,1428.3,ERVISS
BE,2019-09-22,2019-W38,1312.5,ERVISS
BE,2019-09-15,2019-W37,815.7,ERVISS
BE,2019-09-08,2019-W36,643.5,ERVISS
BE,2019-09-01,2019-W35,520.1,ERVISS
BE,2019-08-25,2019-W34,474.0,ERVISS
BE,2019-08-18,2019-W33,391.6,ERVISS
BE,2019-08-11,2019-W32,423.9,ERVISS
BE,2019-08-04,2019-W31,496.1,ERVISS
BE,2019-07-28,2019-W30,373.7,ERVISS
BE,2019-07-21,2019-W29,537.2,ERVISS
BE,2019-07-14,2019-W28,678.3,ERVISS
BE,2019-07-07,2019-W27,580.8,ERVISS
BE,2019-06-30,2019-W26,537.5,ERVISS
BE,2019-06-23,2019-W25,651.0,ERVISS
BE,2019-06-16,2019-W24,679.1,ERVISS
BE,2019-06-09,2019-W23,839.0,ERVISS
BE,2019-06-02,2019-W22,870.8,ERVISS
BE,2019-05-26,2019-W21,1232.8,ERVISS
BE,2019-05-19,2019-W20,1201.7,ERVISS
BE,2019-05-12,2019-W19,1146.6,ERVISS
BE,2019-05-05,2019-W18,889.6,ERVISS
BE,2019-04-28,2019-W17,811.0,ERVISS
BE,2019-04-21,2019-W16,1028.4,ERVISS
BE,2019-04-14,2019-W15,1029.3,ERVISS
BE,2019-04-07,2019-W14,1111.0,ERVISS
BE,2019-03-31,2019-W13,1028.1,ERVISS
BE,2019-03-24,2019-W12,1113.9,ERVISS
BE,2019-03-17,2019-W11,1236.0,ERVISS
BE,2019-03-10,2019-W10,1262.8,ERVISS
BE,2019-03-03,2019-W09,1369.4,ERVISS
BE,2019-02-24,2019-W08,1605.9,ERVISS
BE,2019-02-17,2019-W07,1862.6,ERVISS
BE,2019-02-10,2019-W06,1982.5,ERVISS
BE,2019-02-03,2019-W05,1732.3,ERVISS
BE,2019-01-27,2019-W04,1559.1,ERVISS
BE,2019-01-20,2019-W03,1496.5,ERVISS
BE,2019-01-13,2019-W02,1479.3,ERVISS
BE,2019-01-06,2019-W01,1116.5,ERVISS
BE,2018-12-30,2018-W52,992.1,ERVISS
BE,2018-12-23,2018-W51,1594.5,ERVISS
BE,2018-12-16,2018-W50,1673.8,ERVISS
BE,2018-12-09,2018-W49,1720.9,ERVISS
BE,2018-12-02,2018-W48,1622.5,ERVISS
BE,2018-11-25,2018-W47,1478.2,ERVISS
BE,2018-11-18,2018-W46,1309.9,ERVISS
BE,2018-11-11,2018-W45,1212.2,ERVISS
BE,2018-11-04,2018-W44,1090.7,ERVISS
BE,2018-10-28,2018-W43,1377.2,ERVISS
BE,2018-10-21,2018-W42,1357.6,ERVISS
BE,2018-10-14,2018-W41,1219.9,ERVISS
BE,2018-10-07,2018-W40,1251.6,ERVISS
BE,2018-09-30,2018-W39,1284.8,ERVISS
BE,2018-09-23,2018-W38,1097.8,ERVISS
BE,2018-09-16,2018-W37,943.4,ERVISS
BE,2018-09-09,2018-W36,642.3,ERVISS
BE,2018-09-02,2018-W35,561.4,ERVISS
BE,2018-08-26,2018-W34,446.9,ERVISS
BE,2018-08-19,2018-W33,350.1,ERVISS
BE,2018-08-12,2018-W32,416.1,ERVISS
BE,2018-08-05,2018-W31,471.0,ERVISS
BE,2018-07-29,2018-W30,417.5,ERVISS
BE,2018-07-22,2018-W29,453.2,ERVISS
BE,2018-07-15,2018-W28,583.6,ERVISS
BE,2018-07-08,2018-W27,603.3,ERVISS
BE,2018-07-01,2018-W26,689.4,ERVISS
BE,2018-06-24,2018-W25,744.0,ERVISS
BE,2018-06-17,2018-W24,737.3,ERVISS
BE,2018-06-10,2018-W23,725.5,ERVISS
BE,2018-06-03,2018-W22,799.5,ERVISS
BE,2018-05-27,2018-W21,822.2,ERVISS
BE,2018-05-20,2018-W20,943.4,ERVISS
BE,2018-05-13,2018-W19,662.0,ERVISS
BE,2018-05-06,2018-W18,777.5,ERVISS
BE,2018-04-29,2018-W17,731.3,ERVISS
BE,2018-04-22,2018-W16,806.4,ERVISS
BE,2018-04-15,2018-W15,973.9,ERVISS
BE,2018-04-08,2018-W14,964.6,ERVISS
BE,2018-04-01,2018-W13,1231.6,ERVISS
BE,2018-03-25,2018-W12,1493.4,ERVISS
BE,2018-03-18,2018-W11,1778.5,ERVISS
BE,2018-03-11,2018-W10,1960.1,ERVISS
BE,2018-03-04,2018-W09,1907.6,ERVISS
BE,2018-02-25,2018-W08,2032.8,ERVISS
BE,2018-02-18,2018-W07,1850.2,ERVISS
BE,2018-02-11,2018-W06,1943.7,ERVISS
BE,2018-02-04,2018-W05,1801.9,ERVISS
BE,2018-01-28,2018-W04,1626.5,ERVISS
BE,2018-01-21,2018-W03,1474.3,ERVISS
BE,2018-01-14,2018-W02,1440.6,ERVISS
BE,2018-01-07,2018-W01,1388.2,ERVISS
BE,2017-12-31,2017-W52,1360.1,ERVISS
BE,2017-12-24,2017-W51,1476.3,ERVISS
BE,2017-12-17,2017-W50,1541.5,ERVISS
BE,2017-12-10,2017-W49,1628.0,ERVISS
BE,2017-12-03,2017-W48,1475.6,ERVISS
BE,2017-11-26,2017-W47,1308.9,ERVISS
BE,2017-11-19,2017-W46,1320.4,ERVISS
BE,2017-11-12,2017-W45,1156.5,ERVISS
BE,2017-11-05,2017-W44,965.6,ERVISS
BE,2017-10-29,2017-W43,1055.6,ERVISS
BE,2017-10-22,2017-W42,1126.2,ERVISS
BE,2017-10-15,2017-W41,1224.6,ERVISS
BE,2017-10-08,2017-W40,1117.1,ERVISS
BE,2017-10-01,2017-W39,1423.1,ERVISS
BE,2017-09-24,2017-W38,1541.2,ERVISS
BE,2017-09-17,2017-W37,1078.7,ERVISS
BE,2017-09-10,2017-W36,729.5,ERVISS
BE,2017-09-03,2017-W35,618.7,ERVISS
BE,2017-08-27,2017-W34,544.6,ERVISS
BE,2017-08-20,2017-W33,464.5,ERVISS
BE,2017-08-13,2017-W32,539.7,ERVISS
BE,2017-08-06,2017-W31,534.2,ERVISS
BE,2017-07-30,2017-W30,543.5,ERVISS
BE,2017-07-23,2017-W29,554.9,ERVISS
BE,2017-07-16,2017-W28,552.7,ERVISS
BE,2017-07-09,2017-W27,653.4,ERVISS
BE,2017-07-02,2017-W26,652.9,ERVISS
BE,2017-06-25,2017-W25,606.7,ERVISS
BE,2017-06-18,2017-W24,807.5,ERVISS
BE,2017-06-11,2017-W23,869.1,ERVISS
BE,2017-06-04,2017-W22,963.3,ERVISS
BE,2017-05-28,2017-W21,954.8,ERVISS
BE,2017-05-21,2017-W20,1070.1,ERVISS
BE,2017-05-14,2017-W19,1271.3,ERVISS
BE,2017-05-07,2017-W18,1154.8,ERVISS
BE,2017-04-30,2017-W17,1167.5,ERVISS
BE,2017-04-23,2017-W16,1063.1,ERVISS
BE,2017-04-16,2017-W15,1105.0,ERVISS
BE,2017-04-09,2017-W14,1212.3,ERVISS
BE,2017-04-02,2017-W13,1342.2,ERVISS
BE,2017-03-26,2017-W12,1350.9,ERVISS
BE,2017-03-19,2017-W11,1181.9,ERVISS
BE,2017-03-12,2017-W10,1395.8,ERVISS
BE,2017-03-05,2017-W09,1358.9,ERVISS
BE,2017-02-26,2017-W08,1711.5,ERVISS
BE,2017-02-19,2017-W07,1818.3,ERVISS
BE,2017-02-12,2017-W06,2346.6,ERVISS
BE,2017-02-05,2017-W05,2701.6,ERVISS
BE,2017-01-29,2017-W04,2455.8,ERVISS
BE,2017-01-22,2017-W03,1916.4,ERVISS
BE,2017-01-15,2017-W02,2003.3,ERVISS
BE,2017-01-08,2017-W01,2026.2,ERVISS
BE,2017-01-01,2016-W52,1902.2,ERVISS
BE,2016-12-25,2016-W51,2103.3,ERVISS
BE,2016-12-18,2016-W50,2005.0,ERVISS
BE,2016-12-11,2016-W49,2106.8,ERVISS
BE,2016-12-04,2016-W48,1823.2,ERVISS
BE,2016-11-27,2016-W47,1817.7,ERVISS
BE,2016-11-20,2016-W46,1771.2,ERVISS
BE,2016-11-13,2016-W45,1434.3,ERVISS
BE,2016-11-06,2016-W44,1199.5,ERVISS
BE,2016-10-30,2016-W43,1585.5,ERVISS
BE,2016-10-23,2016-W42,1763.9,ERVISS
BE,2016-10-16,2016-W41,1881.4,ERVISS
BE,2016-10-09,2016-W40,1657.2,ERVISS
BE,2016-10-02,2016-W39,1409.7,ERVISS
BE,2016-09-25,2016-W38,1147.5,ERVISS
BE,2016-09-18,2016-W37,1029.7,ERVISS
BE,2016-09-11,2016-W36,886.0,ERVISS
BE,2016-09-04,2016-W35,659.9,ERVISS
BE,2016-08-28,2016-W34,626.8,ERVISS
BE,2016-08-21,2016-W33,535.8,ERVISS
BE,2016-08-14,2016-W32,631.3,ERVISS
BE,2016-08-07,2016-W31,729.5,ERVISS
BE,2016-07-31,2016-W30,823.5,ERVISS
BE,2016-07-24,2016-W29,692.3,ERVISS
BE,2016-07-17,2016-W28,981.2,ERVISS
BE,2016-07-10,2016-W27,1064.8,ERVISS
BE,2016-07-03,2016-W26,1054.3,ERVISS
BE,2016-06-26,2016-W25,1071.5,ERVISS
BE,2016-06-19,2016-W24,1138.9,ERVISS
BE,2016-06-12,2016-W23,1132.1,ERVISS
BE,2016-06-05,2016-W22,1155.7,ERVISS
BE,2016-05-29,2016-W21,1110.6,ERVISS
BE,2016-05-22,2016-W20,1015.1,ERVISS
BE,2016-05-15,2016-W19,1198.7,ERVISS
BE,2016-05-08,2016-W18,983.1,ERVISS
BE,2016-05-01,2016-W17,1262.0,ERVISS
BE,2016-04-24,2016-W16,1124.3,ERVISS
BE,2016-04-17,2016-W15,1202.8,ERVISS
BE,2016-04-10,2016-W14,1313.1,ERVISS
BE,2016-04-03,2016-W13,1347.8,ERVISS
BE,2016-03-27,2016-W12,1839.9,ERVISS
BE,2016-03-20,2016-W11,2079.9,ERVISS
BE,2016-03-13,2016-W10,2323.4,ERVISS
BE,2016-03-06,2016-W09,2163.7,ERVISS
BE,2016-02-28,2016-W08,2128.6,ERVISS
BE,2016-02-21,2016-W07,2131.9,ERVISS
BE,2016-02-14,2016-W06,2019.6,ERVISS
BE,2016-02-07,2016-W05,2272.9,ERVISS
BE,2016-01-31,2016-W04,2281.0,ERVISS
BE,2016-01-24,2016-W03,2012.3,ERVISS
BE,2016-01-17,2016-W02,1662.6,ERVISS
BE,2016-01-10,2016-W01,1853.5,ERVISS
BE,2016-01-03,2015-W53,1310.3,ERVISS
BE,2015-12-27,2015-W52,1469.1,ERVISS
BE,2015-12-20,2015-W51,1951.9,ERVISS
BE,2015-12-13,2015-W50,1934.0,ERVISS
BE,2015-12-06,2015-W49,1875.1,ERVISS
BE,2015-11-29,2015-W48,1743.1,ERVISS
BE,2015-11-22,2015-W47,1652.7,ERVISS
BE,2015-11-15,2015-W46,1320.1,ERVISS
BE,2015-11-08,2015-W45,1287.0,ERVISS
BE,2015-11-01,2015-W44,1617.4,ERVISS
BE,2015-10-25,2015-W43,1583.5,ERVISS
BE,2015-10-18,2015-W42,1555.1,ERVISS
BE,2015-10-11,2015-W41,1827.1,ERVISS
BE,2015-10-04,2015-W40,1875.5,ERVISS
BE,2015-09-27,2015-W39,1866.5,ERVISS
BE,2015-09-20,2015-W38,1813.6,ERVISS
BE,2015-09-13,2015-W37,1238.5,ERVISS
BE,2015-09-06,2015-W36,793.0,ERVISS
BE,2015-08-30,2015-W35,687.4,ERVISS
BE,2015-08-23,2015-W34,643.9,ERVISS
BE,2015-08-16,2015-W33,571.3,ERVISS
BE,2015-08-09,2015-W32,561.4,ERVISS
BE,2015-08-02,2015-W31,647.3,ERVISS
BE,2015-07-26,2015-W30,628.2,ERVISS
BE,2015-07-19,2015-W29,777.2,ERVISS
BE,2015-07-12,2015-W28,834.0,ERVISS
BE,2015-07-05,2015-W27,874.6,ERVISS
BE,2015-06-28,2015-W26,902.8,ERVISS
BE,2015-06-21,2015-W25,1169.7,ERVISS
BE,2015-06-14,2015-W24,1097.8,ERVISS
BE,2015-06-07,2015-W23,1205.2,ERVISS
BE,2015-05-31,2015-W22,1182.1,ERVISS
BE,2015-05-24,2015-W21,1352.5,ERVISS
BE,2015-05-17,2015-W20,1092.4,ERVISS
BE,2015-05-10,2015-W19,1231.5,ERVISS
BE,2015-05-03,2015-W18,982.1,ERVISS
BE,2015-04-26,2015-W17,1302.0,ERVISS
BE,2015-04-19,2015-W16,1256.8,ERVISS
BE,2015-04-12,2015-W15,1320.9,ERVISS
BE,2015-04-05,2015-W14,1818.5,ERVISS
BE,2015-03-29,2015-W13,1841.7,ERVISS
BE,2015-03-22,2015-W12,1871.0,ERVISS
BE,2015-03-15,2015-W11,1768.8,ERVISS
BE,2015-03-08,2015-W10,1756.6,ERVISS
BE,2015-03-01,2015-W09,2026.9,ERVISS
BE,2015-02-22,2015-W08,2185.5,ERVISS
BE,2015-02-15,2015-W07,2651.6,ERVISS
BE,2015-02-08,2015-W06,2674.5,ERVISS
BE,2015-02-01,2015-W05,2866.1,ERVISS
BE,2015-01-25,2015-W04,2440.4,ERVISS
BE,2015-01-18,2015-W03,2124.2,ERVISS
BE,2015-01-11,2015-W02,2178.1,ERVISS
BE,2015-01-04,2015-W01,1671.6,ERVISS
BE,2014-12-28,2014-W52,1493.6,ERVISS
BE,2014-12-21,2014-W51,2118.6,ERVISS
BE,2014-12-14,2014-W50,2194.5,ERVISS
BE,2014-12-07,2014-W49,2036.4,ERVISS
BE,2014-11-30,2014-W48,1904.9,ERVISS
BE,2014-11-23,2014-W47,1748.8,ERVISS
BE,2014-11-16,2014-W46,1392.1,ERVISS
BE,2014-11-09,2014-W45,1560.0,ERVISS
BE,2014-11-02,2014-W44,1401.2,ERVISS
BE,2014-10-26,2014-W43,1514.0,ERVISS
BE,2014-10-19,2014-W42,1441.3,ERVISS
BE,2014-10-12,2014-W41,1493.7,ERVISS
BE,2014-10-05,2014-W40,1407.5,ERVISS
BG,2024-10-13,2024-W41,656.9,ERVISS
BG,2024-10-06,2024-W40,644.8,ERVISS
