origin_date,target,target_end_date,horizon,location,team_id,model_id,metric,value_absolute,value_relative,n_models,rank,rank_score
2023-12-20,ARI incidence,2023-12-17,1,BE,ECDC,ARI2MA,WIS,77.8005542731186,-0.0530597365907719,7,4,0.9689096300890184
2023-12-20,ARI incidence,2023-12-17,1,BE,ECDC,norrsken_blue,WIS,1140.92796965485,-14.442888786833576,7,6,0.30172675857153114
2023-12-20,ARI incidence,2023-12-17,1,BE,ECDC,norrsken_green,WIS,1621.7166749495,-20.950544575197764,7,7,0.0
2023-12-20,ARI incidence,2023-12-17,1,BE,ISI,AriABCaster,WIS,179.484755434327,-1.4293936083825174,7,5,0.9050960586044214
2023-12-20,ARI incidence,2023-12-17,1,BE,ISI,GenLogModelAri,WIS,28.2593774567149,0.6174987073187272,7,1,1.0
2023-12-20,ARI incidence,2023-12-17,1,BE,respicast,hubEnsemble,WIS,30.1037782672122,0.5925340492926188,7,2,0.9988425163238455
2023-12-20,ARI incidence,2023-12-17,1,BE,respicast,quantileBaseline,WIS,73.8804756936145,0.0,7,3,0.9713697390518831
2023-12-20,ARI incidence,2023-12-17,1,BG,ECDC,ARI2MA,WIS,108.083905525666,0.06390004820544948,7,4,0.2611009886397767
2023-12-20,ARI incidence,2023-12-17,1,BG,ECDC,norrsken_blue,WIS,135.011828020531,-0.16931901273406025,7,7,0.0
2023-12-20,ARI incidence,2023-12-17,1,BG,ECDC,norrsken_green,WIS,87.6719833269287,0.2406849200449922,7,3,0.4590209383553492
2023-12-20,ARI incidence,2023-12-17,1,BG,ISI,AriABCaster,WIS,31.8796160930778,0.7238949967359165,7,1,1.0
2023-12-20,ARI incidence,2023-12-17,1,BG,ISI,GenLogModelAri,WIS,116.0698153615,-0.00526482676832396,7,6,0.18366727819583145
2023-12-20,ARI incidence,2023-12-17,1,BG,respicast,hubEnsemble,WIS,71.8407760645708,0.37779684510976186,7,2,0.612524940320265
2023-12-20,ARI incidence,2023-12-17,1,BG,respicast,quantileBaseline,WIS,115.461928310608,0.0,7,5,0.18956152829995618
2023-12-20,ARI incidence,2023-12-17,1,CZ,ECDC,ARI2MA,WIS,37.100285122605,0.4200642793264753,7,4,0.9980390175107355
2023-12-20,ARI incidence,2023-12-17,1,CZ,ECDC,norrsken_blue,WIS,12989.9687046749,-202.05361097298263,7,6,0.0529291900773059
2023-12-20,ARI incidence,2023-12-17,1,CZ,ECDC,norrsken_green,WIS,13715.3709962653,-213.3927879998293,7,7,0.0
